GROUP;DESCRIPTION;P/N;ALT P/N;S/N;MIN QTY;UNIT;CONDITION;WAREHOUSE;STORES;QTY;EXPIRED DATE;GRN NO;VENDOR;RECEIVED DATE;RECEIVED BY;ORDER NUMBER;REFERENCE NUMBER;AWB NUMBER;REMARK;UNIT VALUE
Consumable Part;AFM8 KIT;AFM8-KIT;;;;KIT;S/S;WISNU;SPECIAL TOOLS;1;;1538/GRN/SPR/2016;EDMO ASIA PACIFIC;2016-10-29;BOBBY;POM1102;INV/S166220-D01;DHL#8007301293;;
Consumable Part;CONTACT PIN;204370-2;;;;EA;S/S;WISNU;D3-5;100;;1538/GRN/SPR/2016;EDMO ASIA PACIFIC;2016-10-29;BOBBY;POM1102;INV/S166220-D01;DHL#8007301293;;
Consumable Part;CESSNA BAFFLE SET;C172P-BRK 343150;;;;KIT;S/S;WISNU;F1;1;;1537/GRN/SPR/2016;AIRCRAFT SPRUCE;2016-10-28;BOBBY;POM1109;INV/419710;DHL#5262223116;;
Repairable Part;NAV/COMM KX155A;069-01032-0201;;20787;;EA;S/S;WISNU;D2;1;;1536/GRN/SPR/2016;HAWKER PACIFIC PTY LTD;2016-10-28;BOBBY;WOM461;INV/114-026614;DHL#3033113720;;
Consumable Part;BRAKE MASTER CYLINDER;9882010-7;;;;EA;S/S;WISNU;A4-1;4;;1535/GRN/SPR/2016;YINGLING AVIATION;2016-10-28;BOBBY;POM1118;INV16-25056;DHL#6284093384;;
Consumable Part;SUPPORT/RING GEAR;76628;;;;EA;S/S;WISNU;D1;1;;1534/GRN/SPR/2016;AVION LOGISTICS;2016-10-27;BOBBY;POM1096;INV/970012184;DHL#5394666104;;
Consumable Part;UNIVERSAL JOINT;UJC-KT-1;;;;KIT;S/S;WISNU;D2-10;2;;1533/GRN/SPR/2016;MC FARLANE;2016-10-27;BOBBY;POM1108;INV/0263237-IN;DHL#3062943155;;
Consumable Part;VALVE FUEL;9851067-4S;;;;EA;S/S;WISNU;A3-19;1;;1533/GRN/SPR/2016;MC FARLANE;2016-10-27;BOBBY;POM1108;INV/0263237-IN;DHL#3062943155;;
Consumable Part;MOUNT;86212-002;;;;EA;S/S;WISNU;F2;1;;1532/GRN/SPR/2016;AIRFLITE AUSTRALIA PTY. LTD;2016-10-26;BOBBY;POM1045;INV/ARI022986;DHL#5522506986;;
Consumable Part;WELD ASSY SPROCKET;62789-002;;;;EA;S/S;WISNU;G3;1;;1383/GRN/ME/2016;AIRFLITE AUSTRALIA PTY. LTD;2016-10-26;BOBBY;POM1087;INV/ARI022351;DHL#5522506986;;
Consumable Part;BATTERY;G243;;G02903028;;EA;S/S;WISNU;I5-2;1;;1531/GRN/SPR/2016;AVIALL PTE LTD;2016-10-25;BOBBY;POM1111;INV/9304550014;VIA PT.LINTAS DEWATA CARGO;;
Consumable Part;BATTERY;G243;;G02903025;;EA;S/S;WISNU;I5-2;1;;1531/GRN/SPR/2016;AVIALL PTE LTD;2016-10-25;BOBBY;POM1111;INV/9304550014;VIA PT.LINTAS DEWATA CARGO;;
Consumable Part;OIL FILTER;CH48110-1;;;;EA;S/S;WISNU;I4-1;100;;1531/GRN/SPR/2016;AVIALL PTE LTD;2016-10-25;BOBBY;POM1111;INV/9304550014;PT.LINTAS DEWATA CARGO;;
Repairable Part;ASPEN EFD1000 PRO INSTAL KIT;ASP_EFD_PRO_001;;;;KITS;S/S;WISNU;G4;1;;1383/GRN/ME/2016;AIRFLITE AUSTRALIA PTY. LTD;2016-10-25;BOBBY;POM1085;INV/JMNT2880;DHL#5522544926;;
Repairable Part;ASPEN EFD1000 VFR INSTALL KITS;ASP_EFD_VFR_001;;;;KITS;S/S;WISNU;C5-1;3;;1530/GRN/SPR/2016;AIRFLITE AUSTRALIA PTY. LTD;2016-10-25;BOBBY;POM1085;INV/JMNT2880;DHL#5522544926;;
Repairable Part;AIR BOX;0552164-4;;;;EA;S/S;WISNU;D1;1;;1529/GRN/SPR/2016;;2016-10-14;BOBBY;;;;;
Consumable Part;EYE WASH PORTABLE;7501;;;;EA;S/S;WISNU;WISNU;1;;1528/GRN/SPR/2016;CV. TELADAN GROUP INDONESIA;2016-10-13;BOBBY;POL0463;;;;
Consumable Part;AIR FILTER;BA6108;;;;EA;S/S;WISNU;WISNU;50;;1527/GRN/SPR/2016;AEROSPACE PRODUCT INTERNATIONAL;2016-10-13;BOBBY;POM1050;INV/0081276387;DHL#4562011101;;
Consumable Part;BRAKE DISC [R];164-02300;;;;EA;S/S;WISNU;G2;1;;1383/GRN/ME/2016;AEROSPACE PRODUCT INTERNATIONAL;2016-10-13;BOBBY;POM1050;INV/0081276387;DHL#4562011101;;
Consumable Part;BRAKE LINNING;066-30026;;;;EA;S/S;WISNU;A3-14;50;;1527/GRN/SPR/2016;AEROSPACE PRODUCT INTERNATIONAL;2016-10-13;BOBBY;POM1050;INV/0081276387;DHL#4562011101;;
Consumable Part;BRAKE LINNING;066-10500;;;;EA;S/S;WISNU;A3-14;100;;1527/GRN/SPR/2016;AEROSPACE PRODUCT INTERNATIONAL;2016-10-13;BOBBY;POM1050;INV/0081276387;DHL#4562011101;;
Consumable Part;GARTER FILTER;ARB3-5-1;;;;EA;S/S;WISNU;WISNU;50;;1527/GRN/SPR/2016;AEROSPACE PRODUCT INTERNATIONAL;2016-10-13;BOBBY;POM1050;INV/0081276387;DHL#4562011101;;
Consumable Part;VACUUMP PUMP;AA3215CC;;0B9A11;;EA;S/S;WISNU;A2-1;1;;1527/GRN/SPR/2016;AEROSPACE PRODUCT INTERNATIONAL;2016-10-13;BOBBY;POM1050;INV/0081276387;DHL#4562011101;;
Consumable Part;VACUUMP PUMP;AA3215CC;;0B9A10;;EA;S/S;WISNU;A2-1;1;;1527/GRN/SPR/2016;AEROSPACE PRODUCT INTERNATIONAL;2016-10-13;BOBBY;POM1050;INV/0081276387;DHL#4562011101;;
Consumable Part;WHEEL ASSEMBLY;40-77B;;;;EA;S/S;WISNU;B2-2;1;;1527/GRN/SPR/2016;AEROSPACE PRODUCT INTERNATIONAL;2016-10-13;BOBBY;POM1050;INV/0081276387;DHL#4562011101;;
Repairable Part;ADF;066-1072-00;;25651;;EA;U/S;WISNU;WISNU;1;;1526/GRN/SPR/2016;;2016-10-12;BOBBY;;;;;
Repairable Part;BATTERY CONTACTOR;S1580-1;;;;EA;U/S;WISNU;QUARANTINE;1;;1526/GRN/SPR/2016;;2016-10-12;BOBBY;;;;;
Repairable Part;BATTERY CONTACTOR;S1580-1;;;;EA;S/S;WISNU;C3-1;2;;1526/GRN/SPR/2016;;2016-10-12;BOBBY;;;;;
Repairable Part;TRANSPONDER;066-01156-0101;;5907;;EA;S/S;WISNU;E2;1;;1526/GRN/SPR/2016;;2016-10-12;BOBBY;;;;;
Repairable Part;TURN AND  BANK;1394T100-73;;B09-10238;;EA;S/S;WISNU;C3-2;1;;1526/GRN/SPR/2016;;2016-10-12;BOBBY;;;;;
Repairable Part;TURN AND BANK;1394T100-7B;;L12-10090;;EA;S/S;WISNU;C3-2;1;;1526/GRN/SPR/2016;;2016-10-12;BOBBY;;;;;
Consumable Part;BATTERY;G243D;;G02903023;;EA;S/S;WISNU;WISNU;1;;1524/GRN/SPR/2016;AVIALL PTE LTD;2016-10-10;BOBBY;POM1111;INV/9304495142;DHL#5519034452;;
Consumable Part;BATTERY;G243D;;G02903024;;EA;S/S;WISNU;WISNU;1;;1524/GRN/SPR/2016;AVIALL PTE LTD;2016-10-10;BOBBY;POM1111;INV/9304495142;DHL#5519034452;;
Consumable Part;CLUSTER FUEL;C669537-0101;;829288;;EA;S/S;WISNU;C3-1;1;;1523/GRN/SPR/2016;HAWKER PACIFIC PTY LTD;2016-10-10;BOBBY;WOM457;INV/114-026378;DHL#9666433405;;
Repairable Part;TRANSPONDER KT76A;066-1062-00;;135062;;EA;S/S;WISNU;E2;1;;1523/GRN/SPR/2016;HAWKER PACIFIC PTY LTD;2016-10-10;BOBBY;WOM455;INV/114-026378;DHL#9666433405;;
Consumable Part;LINE ASSY;1700121-118;;;;EA;S/S;WISNU;B4-1;2;;1522/GRN/SPR/2016;AVION LOGISTICS;2016-10-10;BOBBY;POM1100;INV/970012138;DHL#4806459265;;
Consumable Part;HOSE;LW16217;;;;EA;S/S;WISNU;G1;1;;1383/GRN/ME/2016;AVIALL PTE LTD;2016-10-08;BOBBY;POM987;INV/9304482049;DHL#2785950403;;
Repairable Part;GYRO HORIZON;RCA22-11;;212C042;;EA;S/S;WISNU;C3-3;1;;1520/GRN/SPR/2016;NAYLOR'S INSTRUMENT SERVICE, INC.;2016-10-08;BOBBY;WARRANTY CLAIM;INV/18892;DHL#2901324300;;
Repairable Part;TRANSPONDER;066-01156-0101;;14159;;EA;S/S;WISNU;E2;1;;1519/GRN/SPR/2016;HAWKER PACIFIC PTY LTD;2016-10-08;BOBBY;WOM453;INV/114-026378;DHL#2818364603;;
Repairable Part;TRANSPONDER;066-01156-0101;;8800;;EA;S/S;WISNU;E2;1;;1519/GRN/SPR/2016;HAWKER PACIFIC PTY LTD;2016-10-08;BOBBY;WOM453;INV/114-026378;DHL#2818364603;;
Repairable Part;TRANSPONDER KT76A;066-1062-00;;37668;;EA;S/S;WISNU;E2;1;;1519/GRN/SPR/2016;HAWKER PACIFIC PTY LTD;2016-10-08;BOBBY;WOM455;INV/114-026378;DHL#2818364603;;
Consumable Part;MULTI PURPOSE FLUID (AEROSHELL FLUID 3);MIL-PRF-7870;;;;LITER;S/S;WISNU;WISNU;4;;1518/GRN/SPR/2016;;2016-10-07;BOBBY;POM1091;DN/16-09-937;VIA KARUNA JAYA;;
Consumable Part;OIL ENGINE;ASW100+;;;;LITER;S/S;WISNU;FLAMABLE ROOM;100;;1518/GRN/SPR/2016;;2016-10-07;BOBBY;POM1091;DN/16-09-937;VIA KARUNIA JAYA;;
Consumable Part;CHERRY RIVET;CR3213-4-4;;;;EA;S/S;WISNU;D3-13;50;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1105;INV/16-015841;DHL#5080464266;;
Consumable Part;HEAD PAD;40266G-01;;;;EA;S/S;WISNU;C4-1;10;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1094;INV/16-015841;DHL#5080464266;;
Repairable Part;MUFFLER;A1754001-25;;50244;;EA;S/S;WISNU;F3;1;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1101;INV/16-015841;DHL#5080464266;;
Repairable Part;RISER;A1754010-1;;48618;;EA;S/S;WISNU;A5-1;1;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1101;INV/16-015841;DHL#5080464266;;
Repairable Part;RISER;A1754009-1;;49917;;EA;S/S;WISNU;A5-1;1;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1101;INV/16-015841;DHL#5080464266;;
Repairable Part;RISER;A1754008-1;;49928;;EA;S/S;WISNU;A5-1;1;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1101;INV/16-015841;DHL#5080464266;;
Repairable Part;RISER;A1754007-1;;50744;;EA;S/S;WISNU;A5-1;1;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1101;INV/16-015841;DHL#5080464266;;
Consumable Part;RIVET;MS20470AD4-6;;;;EA;S/S;WISNU;D3-13;4;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1105;INV/16-015841;DHL#5080464266;;
Repairable Part;SHROUD MUFFLER;A9954100-3;;50783;;ASSY;S/S;WISNU;F3;1;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1101;INV/16-015841;DHL#5080464266;;
Repairable Part;STARTER;149-NL;;FN-291623;;EA;S/S;WISNU;G5;1;;1383/GRN/ME/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1094;INV/16-015841;DHL#5080464266;;
Consumable Part;VALVE DRAIN;S1951-5;;;;EA;S/S;WISNU;A3-20;2;;1517/GRN/SPR/2016;EPIC AVIATION;2016-10-08;BOBBY;POM1105;INV/16-015841;DHL#5080464266;;
Rotable Part;PROPELLER;1C160/DTM7557M1;;AFL44010;;ASSY;S/S;WISNU;FLAMABLE ROOM;1;;1516/GRN/SPR/2016;PT.REKATAMA PUTRA GEGANA;2016-10-05;BOBBY;WOM454;SD/91/LOC/BWD/IV/2016;VIA POS LOGISTICS;;
Rotable Part;AIRCRAFT ENGINE;O-320-D2J;;L-19556-39E;;EA;S/S;WISNU;WISNU;1;;1515/GRN/SPR/2016;AVION LOGISTICS;2016-09-30;BOBBY;POM955;INV/144609;297-58557634;;
Consumable Part;BELLCRANK;411563;;;;EA;S/S;WISNU;D3-4;4;;1514/GRN/SPR/2016;YINGLING AVIATION;2016-09-30;BOBBY;POM1097;INV16-22720;DHL#7816743793;;
Consumable Part;LINK;0511336-1;;;;EA;S/S;WISNU;D3-4;4;;1514/GRN/SPR/2016;YINGLING AVIATION;2016-09-30;BOBBY;POM1097;INV16-22720;DHL#7816743793;;
Consumable Part;PIN;MS20392-2C15;;;;EA;S/S;WISNU;D3-4;20;;1514/GRN/SPR/2016;YINGLING AVIATION;2016-09-30;BOBBY;POM1097;INV16-22720;DHL#7816743793;;
Repairable Part;GNS430;011-00280-10;;97127985;;EA;S/S;WISNU;G2;1;;1383/GRN/ME/2016;;2016-09-30;BOBBY;;;;;
Repairable Part;NAV/COM;MX385;;3259;;EA;S/S;WISNU;E2;1;;1513/GRN/SPR/2016;;2016-09-30;BOBBY;;;;;
Repairable Part;NAV/COMM KX155A;069-01032-0101;;27045;;EA;S/S;WISNU;E2;1;;1513/GRN/SPR/2016;;2016-09-30;BOBBY;;;;;
Repairable Part;NAV/COMM KX155A;069-01032-0101;;26292;;EA;S/S;WISNU;E2;1;;1513/GRN/SPR/2016;;2016-09-30;BOBBY;;;;;
Consumable Part;CABIN DOOR HINGE PIN;0711001-59;;;;EA;S/S;WISNU;D3-11;10;;1512/GRN/SPR/2016;YINGLING AVIATION;2016-09-30;BOBBY;POM1103;INV16-22719;DHL#7816743793;;
Consumable Part;CHERRY RIVET;S2906-4-4;;;;EA;S/S;WISNU;D3-9;50;;1512/GRN/SPR/2016;YINGLING AVIATION;2016-09-30;BOBBY;POM1103;INV16-22719;DHL#7816743793;;
Consumable Part;CHERRY RIVET;CR3213-5-04;;;;EA;S/S;WISNU;D3-13;100;;1512/GRN/SPR/2016;YINGLING AVIATION;2016-09-30;BOBBY;POK1103;INV16-22719;DHL#7816743793;;
Consumable Part;HINGE AY;0511238-1;;;;EA;S/S;WISNU;D3-11;2;;1512/GRN/SPR/2016;YINGLING AVIATION;2016-09-30;BOBBY;POM1103;INV16-22719;DHL#7816743793;;
Consumable Part;BLANK CARD;10024995;;;;EA;S/S;WISNU;G2;3;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Repairable Part;GA-56 GPS ANTENNA;011-00134-00;;59409715;;EA;S/S;WISNU;G1;1;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Repairable Part;GA-56 GPS ANTENNA;011-00134-00;;59075456;;EA;S/S;WISNU;G1;1;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Repairable Part;GA-56 GPS ANTENNA;011-00134-00;;59409721;;EA;S/S;WISNU;G1;1;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Repairable Part;GNS 430 HARDWARE KIT;GA-56 KIT;;;;EA;S/S;WISNU;G2;3;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Repairable Part;GNS430;011-00280-10;;97102790;;EA;S/S;WISNU;G2;1;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Repairable Part;GNS430;011-00280-10;;97115127;;EA;S/S;WISNU;G2;1;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Repairable Part;GNS430;011-00280-10;;97108092;;EA;S/S;WISNU;G2;1;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Consumable Part;GNS430 BACK PLATE;011-00676-00;;;;EA;S/S;WISNU;G1;3;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Consumable Part;INSTALL KIT GNS430;GNS-430/430W/530/530W S;;;;EA;S/S;WISNU;G1;3;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Consumable Part;MOUNTING RACK GNS430;115-00243-00;;;;EA;S/S;WISNU;G1;3;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Consumable Part;PILOTS GUIDE GNS430;190-00140-00;;;;EA;S/S;WISNU;CUPBOARD DOCUMENT;1;;1511/GRN/SPR/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Consumable Part;QUICK REFERENCE GUIDE;190-00140-01;;;;EA;S/S;WISNU;CUPBOARD DOCUMENT;3;;1511/GRN/SPR/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Consumable Part;TERRAIN DATA BASE;010-10201-21;;;;EA;S/S;WISNU;G2;3;;1383/GRN/ME/2016;SOUTHEAST AEROSPACE;2016-09-27;BOBBY;POM1082;INV/207742;DHL#2250501315;;
Rotable Part;MAGNETO;4371;;16080197;;EA;S/S;WISNU;A5-2;1;;1510/GRN/SPR/2016;AVION LOGISTICS;2016-09-27;BOBBY;POM1093;INV/970012106;DHL#2195326571;;
Rotable Part;MAGNETO;4371;;16080696;;EA;S/S;WISNU;A5-2;1;;1510/GRN/SPR/2016;AVION LOGISTICS;2016-09-27;BOBBY;POM1093;INV/970012106;DHL#2195326571;;
Rotable Part;MAGNETO;4371;;16090023;;EA;S/S;WISNU;A5-2;1;;1510/GRN/SPR/2016;AVION LOGISTICS;2016-09-27;BOBBY;POM1093;INV/970012106;DHL#2195326571;;
Rotable Part;MAGNETO;4371;;16090022;;EA;S/S;WISNU;A5-2;1;;1510/GRN/SPR/2016;AVION LOGISTICS;2016-09-27;BOBBY;POM1093;INV/970012106;DHL#2195326571;;
Consumable Part;CHT PROBE;86251;;;;EA;S/S;WISNU;G3;2;;1383/GRN/ME/2016;AVION LOGISTICS;2016-09-22;BOBBY;POM1049;INV/970012076;DHL#9165216690;;
Consumable Part;LAMP;4509;;;;EA;S/S;WISNU;G2;5;;1383/GRN/ME/2016;AVION LOGISTICS;2016-09-22;BOBBY;POM1093;INV/970012077;DHL#9165216690;;
Consumable Part;MICROPHONE;12948G01;;;;EA;S/S;WISNU;C2-2;4;;1509/GRN/SPR/2016;AVION LOGISTICS;2016-09-22;BOBBY;POM1093;INV/970012082;DHL#9165216690;;
Consumable Part;RIVET;105-00200;;;;EA;S/S;WISNU;A3-14;200;;1509/GRN/SPR/2016;AVION LOGISTICS;2016-09-22;BOBBY;POM1093;INV/970012082;DHL#9166216690;;
Rotable Part;STARTER;149-NLR;;FNR-241603;;EA;S/S;WISNU;G5;1;;1383/GRN/ME/2016;AVION LOGISTICS;2016-09-22;BOBBY;POM1093;INV/970012082;DHL#9165216690;;
Rotable Part;STARTER;149-NLR;;FNR-241613;;EA;S/S;WISNU;G5;1;;1383/GRN/ME/2016;AVION LOGISTICS;2016-09-22;BOBBY;POM1093;INV/970012082;DHL#9165216690;;
Rotable Part;STARTER;149-NL;;FN-281665;;EA;S/S;WISNU;G5;1;;1383/GRN/ME/2016;AVION LOGISTICS;2016-09-22;BOBBY;POM1093;INV/970012082;DHL#9165216690;;
Rotable Part;STARTER;149-NL;;FN-281666;;EA;S/S;WISNU;G5;1;;1383/GRN/ME/2016;AVION LOGISTICS;2016-09-22;BOBBY;POM1093;INV/970012082;DHL#9165216690;;
Rotable Part;A/H;102-0071-03;;211H201;;EA;S/S;WISNU;C3-2;1;;1508/GRN/SPR/2016;AVTEK;2016-09-21;BOBBY;WOM450;AT-1498/INV/IX/2016;DHL#6920122075;;
Repairable Part;AUDIO CONROL PANEL;066-1055-03;;16438;;EA;S/S;WISNU;E3;1;;1508/GRN/SPR/2016;AVTEK;2016-09-21;BOBBY;WOM450;AT-1502/INV/IX/2016;DHL#6920122075;;
;LAMP;4509;;;;EA;S/S;WISNU;G2;5;;1383/GRN/ME/2016;HAWKER PACIFIC PTY LTD;2016-09-21;BOBBY;POM1092;DN/336907;DHL#7054573595;;
;SCREW;S1021Z8-8;;;;EA;S/S;WISNU;A3-1;200;;1507/GRN/SPR/2016;HAWKER PACIFIC PTY LTD;2016-09-21;BOBBY;POM1092;DN/336907;DHL#7054573595;;
;STARTER;149-NLR;;FNR-291602;;EA;S/S;WISNU;G5;1;;1383/GRN/ME/2016;HAWKER PACIFIC PTY LTD;2016-09-21;BOBBY;POM1092;DN/336907;DHL#7054573595;;
;STUD;0742410-27;;;;EA;S/S;WISNU;D3-10;1;;1507/GRN/SPR/2016;HAWKER PACIFIC PTY LTD;2016-09-21;BOBBY;POM1092;DN/336907;DHL#7054573595;;
;CARBURATOR;17-Oct;;MSC84702;;EA;S/S;WISNU;A5-2;1;;1506/GRN/SPR/2016;YINGLING AVIATION;2016-09-16;BOBBY;POM1095;INV/16-21311;DHL#8324822800;;
;CARBURATOR;17-Oct;;MSC88301;;EA;S/S;WISNU;A5-2;1;;1506/GRN/SPR/2016;YINGLING AVIATION;2016-09-16;BOBBY;POM1095;INV/16-21311;DHL#8324822800;;
;STUD;0742410-27;;;;EA;S/S;WISNU;D3-10;1;;1506/GRN/SPR/2016;YINGLING AVIATION;2016-09-16;BOBBY;POM1095;INV/16-21311;DHL#8324822800;;
;KN62A DME;066-1068-01;;25832;;EA;S/S;WISNU;E3;1;;1505/GRN/SPR/2016;AUSTRALIAN AVIONICS;2016-09-16;BOBBY;WOM449;INV/114-026126;DHL#2925102736;;
;VOR KI209A;066-3056-11;;3614;;EA;S/S;WISNU;C4-2;1;;1505/GRN/SPR/2016;AUSTRALIAN AVIONICS;2016-09-16;BOBBY;WOM449;INV/114-026126;DHL#2925102736;;
;HOSE;LW16217;;;;EA;S/S;WISNU;G1;1;;1383/GRN/ME/2016;AVIALL PTE LTD;2016-09-16;BOBBY;POM987;INV/9304358717;DHL#7527663916;;
;SPARK PLUG;REM40E;;;;EA;S/S;WISNU;B2-3;40;;1503/GRN/SPR/2016;AVIALL PTE LTD;2016-09-09;BOBBY;POM1090;INV/9304357580;DHL#2693954476;;
;ROD ASSY;62764-800;;;;EA;S/S;WISNU;G1;2;;1502/GRN/SPR/2016;AVIALL PTE LTD;2016-09-09;BOBBY;POM1086;INV/9304331481;DHL#8450425012;;
;WELD ASSY SPROCKET;62789-002;;;;EA;S/S;WISNU;G3;1;;1383/GRN/ME/2016;PIPER AIRCRAFT INC;2016-09-09;BOBBY;POM1086;SHIP REF/SA0105263;DHL#3896276440;;
;COMPASS;C660501-0102;;;;EA;S/S;WISNU;C3-1;1;;1500/GRN/SPR/2016;;2016-09-09;BOBBY;;;;;
;COMPASS;2300;;16601;;EA;S/S;WISNU;C3-1;1;;1500/GRN/SPR/2016;;2016-09-09;BOBBY;;;;;
;ALLUMUNIUM FLARED TUBE PLUG;AN806-2D;;;;EA;S/S;WISNU;D3-2;10;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM100,1074,1077;INV/16-014932;DHL#5006447994;;
;ALLUMUNIUM FLARED TUBE PLUG;AN806-4D;;;;EA;S/S;WISNU;D3-2;10;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-014932;DHL#5006447994;;
;BAFFLE;86939-002;;;;EA;S/S;WISNU;G1;1;;1383/GRN/ME/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-014932;DHL#5006447994;;
;FITTING ALLUMUNIUM CAP;04-03480;;;;EA;S/S;WISNU;D3-2;10;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-014932;DHL#5006447994;;
;FITTING ALLUMUNIUM CAP;04-03479;;;;EA;S/S;WISNU;D3-2;10;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-014932;DHL#5006447994;;
;FITTING ALLUMUNIUM CAP;04-03481;;;;EA;S/S;WISNU;D3-2;10;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-014932;DHL#5006447994;;
;NUT;1514119-3;;;;EA;S/S;WISNU;A2-9;1;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-014932;DHL#5006447994;;
;PIN;NAS561P4-10;;;;EA;S/S;WISNU;D3-10;25;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-014932;DHL#5006447994;;
;PLUG FLARED TUBE;AN806-3D;;;;EA;S/S;WISNU;D3-2;10;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-014932;DHL#5006447994;;
;ROLL PIN;NAS561P4-12;;;;EA;S/S;WISNU;D3-10;50;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-0149;DHL#5006447994;;
;SCREW;NAS514P1032-14;;;;EA;S/S;WISNU;A3-4;50;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066;INV/16-014932;DHL#5006447994;;
;SCREW AY;0514027-21;;;;EA;S/S;WISNU;A2-2;1;;1499/GRN/SPR/2016;EPIC AVIATION;2016-09-08;BOBBY;POM1066,1074,1077;INV/16-14932;DHL#5006447994;;
Rotable Part;A/H;102-0071-03;;211F145;;EA;S/S;WISNU;C3-2;1;;1498/GRN/SPR/2016;NAYLOR'S INSTRUMENT SERVICE, INC.;2016-09-08;BOBBY;WOM445;INV/18814;DHL#1285143344;;
Rotable Part;A/H;102-0071-03;;2.13E+113;;EA;S/S;WISNU;C3-2;1;;1498/GRN/SPR/2016;NAYLOR'S INSTRUMENT SERVICE, INC.;2016-09-08;BOBBY;WOM445;INV/18814;DHL#1285143344;;
Rotable Part;DGI;1U262-003-14;;T59582M;;EA;S/S;WISNU;C3-2;1;;1498/GRN/SPR/2016;NAYLOR'S INSTRUMENT SERVICE, INC.;2016-09-08;BOBBY;WOM442;INV/18814;DHL#1285143344;;
Rotable Part;TURN AND BANK;1394T100-7Z;;E05-12173;;EA;S/S;WISNU;C3-2;1;;1498/GRN/SPR/2016;NAYLOR'S INSTRUMENT SERVICE, INC.;2016-09-08;BOBBY;WOM442;INV/18814;DHL#1285143344;;
;FITTING;AS15002-1P;;;;EA;S/S;WISNU;D3-10;30;;1497/GRN/SPR/2016;AVION LOGISTICS;2016-09-08;BOBBY;POM1085;INV/970012030;DHL#9993698190;;
;GEAR STARTER RING;72566;;;;EA;S/S;WISNU;D1;1;;1497/GRN/SPR/2016;AVION LOGISTICS;2016-09-08;BOBBY;POM1068;INV/970012031;DHL#9993698190;;
