GROUP;DESCRIPTION;P/N;ALT P/N;S/N;MIN QTY;UNIT;CONDITION;WAREHOUSE;STORES;QTY;EXPIRED DATE;GRN NO;VENDOR;RECEIVED DATE;RECEIVED BY;ORDER NUMBER;REFERENCE NUMBER;AWB NUMBER;REMARK;UNIT VALUE
Consumable Part;GASKET;0756009-8;;N/A;;;;WISNU;A3-14;6;;;;;;;;;;
Consumable Part;GASKET;080-0001;;N/A;;;;WISNU;B3-12;5;;;;;;;;;;
Consumable Part;GASKET;75906;;N/A;;;;WISNU;A3-2;86;;;;;;;;;;
Consumable Part;GASKET;ES10-382811;;N/A;;;;WISNU;G3;10;;;;;;;;;;
Consumable Part;GASKET;S2670-1;;N/A;;;;WISNU;A3-13;3;;;;;;;;;;
Consumable Part;GASKET CARBURETOR;77154;;N/A;;;;WISNU;G3;10;;;;;;;;;;
Consumable Part;GASKET CARBURETOR INLET;LW-13473;;N/A;;;;WISNU;A4-1;9;;;;;;;;;;
Consumable Part;GASKET EXHAUST;77611;;N/A;;;;WISNU;A4-1;10;;;;;;;;;;
Consumable Part;GASKET EXHAUST;77611;;N/A;;;;WISNU;A4-1;18;;;;;;;;;;
Consumable Part;GASKET INTAKE;71973;;N/A;;;;WISNU;A4-1;82;;;;;;;;;;
Consumable Part;GASKET TURBO;LW18038;;N/A;;;;WISNU;G3;6;;;;;;;;;;
Consumable Part;GASKET TURBO;LW18038;;N/A;;;;WISNU;G3;4;;;;;;;;;;
Consumable Part;GAUGE OIL PRESS;548-672;;N/A;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;GEAR STARTER RING;72566;;N/A;;;;WISNU;D1;1;;;;;;;;;;
Consumable Part;GNS 430 HARDWARE KIT;GA-56 KIT;;N/A;;;;WISNU;G2;3;;;;;;;;;;
Consumable Part;GNS430 BACK PLATE;011-00676-00;;N/A;;;;WISNU;G1;3;;;;;;;;;;
Consumable Part;GPS COLLING FAN;AK950-F5;;N/A;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;GREASE  SEAL FELT;154-30010;;N/A;;;;WISNU;B3-12;52;;;;;;;;;;
Consumable Part;GREASE 22;MIL-PRF-81322;;N/A;;;;WISNU;FLAMABLE ROOM;2;;;;;;;;;;
Consumable Part;GREASE RING;153-00300;;N/A;;;;WISNU;B3-12;1;;;;;;;;;;
Consumable Part;GREASE RING;153-00300;;N/A;;;;WISNU;B3-12;9;;;;;;;;;;
Consumable Part;GREASE RING;153-00300;;N/A;;;;WISNU;B3-12;7;;;;;;;;;;
Consumable Part;GREASE RING;153-00400;;N/A;;;;WISNU;B3-12;10;;;;;;;;;;
Consumable Part;GREASE RING;153-00800;;N/A;;;;WISNU;B3-12;6;;;;;;;;;;
Consumable Part;GREASE RING;153-00800;;N/A;;;;WISNU;B3-12;6;;;;;;;;;;
Consumable Part;GREASE RING;153-00800;;N/A;;;;WISNU;B3-12;4;;;;;;;;;;
Consumable Part;GREASE SEAL FELT;154-00600;;N/A;;;;WISNU;B3-12;101;;;;;;;;;;
Consumable Part;GREASE SEAL FELT;154-01300;;N/A;;;;WISNU;B3-12;9;;;;;;;;;;
Consumable Part;GREASE SEAL WHEEL;153-01500;;N/A;;;;WISNU;B3-12;14;;;;;;;;;;
Consumable Part;GREASE SEAL WHEEL;153-01500;;N/A;;;;WISNU;B3-12;2;;;;;;;;;;
Consumable Part;GREASE SEAL WHEEL;153-01500;;N/A;;;;WISNU;B3-12;6;;;;;;;;;;
Consumable Part;GREENS LENS;08-4230020-40;;N/A;;;;WISNU;A3-17;4;;;;;;;;;;
Consumable Part;GUGE FOR VF-61E;10678;;N/A;;;;WISNU;B5-1;2;;;;;;;;;;
Consumable Part;HANDLE;1217053-4;;N/A;;;;WISNU;A4-1;7;;;;;;;;;;
Consumable Part;HANDLE BRAKE;0813150-75;;N/A;;;;WISNU;D4;0;;;;;;;;;;
Consumable Part;HARDENER;S66/22R;;N/A;;;;WISNU;CONTAINER;7;;;;;;;;;;
Consumable Part;HARNESS;M1785;;N/A;;;;WISNU;B2-2;1;;;;;;;;;;
Consumable Part;HARNESS;M1795;;N/A;;;;WISNU;B2-2;5;;;;;;;;;;
Consumable Part;HARNESS SEAT BELT;SK170-12C1;;N/A;;;;WISNU;C4-2;-1;;;;;;;;;;
Consumable Part;HEAD PAD;40266G-01;;N/A;;;;WISNU;C4-1;9;;;;;;;;;;
Consumable Part;HEADLINER ASSY;0514137-8;;N/A;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;HEADSET;12508G-17;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;HEADSET;12508G-17;;N/A;;;;WISNU;C4-2;0;;;;;;;;;;
Consumable Part;HEADSET;ASA;;N/A;;;;WISNU;C4-2;2;;;;;;;;;;
Consumable Part;HEADSET BOOM;12840G-01;;N/A;;;;WISNU;D2-6;16;;;;;;;;;;
Consumable Part;HINGE;0411185-7;;N/A;;;;WISNU;D3-11;5;;;;;;;;;;
Consumable Part;HINGE;0511237-1;;N/A;;;;WISNU;D3-11;1;;;;;;;;;;
Consumable Part;HINGE;0511237-2;;N/A;;;;WISNU;D2-16;2;;;;;;;;;;
Consumable Part;HINGE;0511237-2;;N/A;;;;WISNU;D2-16;1;;;;;;;;;;
Consumable Part;HINGE;0511237-2;;N/A;;;;WISNU;D3-11;2;;;;;;;;;;
Consumable Part;HINGE;0511280-1;;N/A;;;;WISNU;D2-16;3;;;;;;;;;;
Consumable Part;HINGE ASSY LWR (RH);2417003-2;;N/A;;;;WISNU;D2-16;4;;;;;;;;;;
Consumable Part;HINGE AY;0511238-1;;N/A;;;;WISNU;D3-11;0;;;;;;;;;;
Consumable Part;HINGE AY;0511238-2;;N/A;;;;WISNU;D2-16;2;;;;;;;;;;
Consumable Part;HINGE AY;0511238-2;;N/A;;;;WISNU;D3-11;0;;;;;;;;;;
Consumable Part;HINGE HALF;1552004-22;;N/A;;;;WISNU;D2-16;4;;;;;;;;;;
Consumable Part;HINGE HALF;1552004-23;;N/A;;;;WISNU;D2-16;2;;;;;;;;;;
Consumable Part;HINGE HALF ASSY (LH);2417003-1;;N/A;;;;WISNU;D2-16;1;;;;;;;;;;
Consumable Part;HINGEHALF (LH);0517019-3;;N/A;;;;WISNU;D3-11;2;;;;;;;;;;
Consumable Part;HINGEHALF (RH);0517019-4;;N/A;;;;WISNU;D3-11;1;;;;;;;;;;
Consumable Part;HOBBS METER;85094/331534;;N/A;;;;WISNU;C1-1;4;;;;;;;;;;
Consumable Part;HOOK LATCH;S3247-1;;N/A;;;;WISNU;A3-19;1;;;;;;;;;;
Consumable Part;HORN ASSY STALL WARMING;0713348-1;;N/A;;;;WISNU;B3-15;2;;;;;;;;;;
Consumable Part;HOSE;111-4;;N/A;;;;WISNU;B4-3;31.39;;;;;;;;;;
Consumable Part;HOSE;124F003-4CR0170;;N/A;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;HOSE;306-4;;N/A;;;;WISNU;B4-3;30;;;;;;;;;;
Consumable Part;HOSE;306-8;;N/A;;;;WISNU;B4-3;7.24;;;;;;;;;;
Consumable Part;HOSE;69603;;N/A;;;;WISNU;A2-6;3;;;;;;;;;;
Consumable Part;HOSE;LW16217;;N/A;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;HOSE;LW16217;;N/A;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;HOSE;LW18101;;N/A;;;;WISNU;B2-2;5;;;;;;;;;;
Consumable Part;HOSE;P610124;;N/A;;;;WISNU;B4-3;30;;;;;;;;;;
Consumable Part;HOSE;R221612;;N/A;;;;WISNU;B4-3;10.17;;;;;;;;;;
Consumable Part;HOSE;R221612;;N/A;;;;WISNU;B4-3;0;;;;;;;;;;
Consumable Part;HOSE;R221612;;N/A;;;;WISNU;B4-3;50;;;;;;;;;;
Consumable Part;HOSE;R611388;;N/A;;;;WISNU;B4-3;11.4;;;;;;;;;;
Consumable Part;HOSE;SCEET10;;N/A;;;;WISNU;B5-1;22.6;;;;;;;;;;
Consumable Part;HOSE;SCEET10;;N/A;;;;WISNU;B5-2;22;;;;;;;;;;
Consumable Part;HOSE;SCEET2A;;N/A;;;;WISNU;B4-2;65;;;;;;;;;;
Consumable Part;HOSE 3/8 PER FOOT;306-6;;N/A;;;;WISNU;B4-3;46.8;;;;;;;;;;
Consumable Part;HOSE ASSEMBLY;035018-3-0100;;N/A;;;;WISNU;B4-2;7;;;;;;;;;;
Consumable Part;HOSE ASSEMBLY;AE7013106B0170;;N/A;;;;WISNU;B4-2;4;;;;;;;;;;
Consumable Part;HOSE ASSY;AE701306B0306;;N/A;;;;WISNU;B4-2;2;;;;;;;;;;
Consumable Part;HOSE AY;AE70130640272;;N/A;;;;WISNU;B4-2;2;;;;;;;;;;
Consumable Part;HOSE AY;AE7013106H0184;;N/A;;;;WISNU;B4-2;2;;;;;;;;;;
Consumable Part;HOSE AY;AE7013106H0184;;N/A;;;;WISNU;B4-2;3;;;;;;;;;;
Consumable Part;HOSE AY;AE7013106H0306;;N/A;;;;WISNU;B4-2;2;;;;;;;;;;
Consumable Part;HOSE DUCTING;SCAT 3A;;N/A;;;;WISNU;B5-3;55;;;;;;;;;;
Consumable Part;HOSE PER FOOT;303-10;;N/A;;;;WISNU;B4-3;32.64;;;;;;;;;;
Consumable Part;HOSE PER FOOT;303-8RL;;N/A;;;;WISNU;B4-3;20.32;;;;;;;;;;
Consumable Part;HOSE PER FOOT;306-10;;N/A;;;;WISNU;B4-3;28.3;;;;;;;;;;
Consumable Part;HOSE PER FOOT;306-10;;N/A;;;;WISNU;B4-3;27.85;;;;;;;;;;
Consumable Part;HOUSING;S1637-1;;N/A;;;;WISNU;D3-5;42;;;;;;;;;;
Consumable Part;HOUSING FEMALE;S1637-2;;N/A;;;;WISNU;D3-5;92;;;;;;;;;;
Consumable Part;HOUSING ROLLER;1200603-38;;N/A;;;;WISNU;D3-11;10;;;;;;;;;;
Consumable Part;HOUSING ROLLER;1414104-71;;N/A;;;;WISNU;D3-11;2;;;;;;;;;;
Consumable Part;HOUSING ROLLER;1414104-72;;N/A;;;;WISNU;D3-11;4;;;;;;;;;;
Consumable Part;HOWSING;S2373-1;;N/A;;;;WISNU;D2-3;11;;;;;;;;;;
Consumable Part;HOWSING;S2373-2;;N/A;;;;WISNU;D2-3;12;;;;;;;;;;
Consumable Part;HUB;140-150;;N/A;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;HUB;40-113;;N/A;;;;WISNU;B2-2;1;;;;;;;;;;
Consumable Part;HYDRAULIC FLUID;MIL-PRF-5606;;N/A;;;;WISNU;FLAMABLE ROOM;6;;;;;;;;;;
Consumable Part;HYDROULIC;FLUID 41;;N/A;;;;WISNU;FLAMABLE ROOM;3;;;;;;;;;;
Consumable Part;IGNITION SWTICH;C292501-0106;;N/A;;;;WISNU;A2-4;0;;;;;;;;;;
Consumable Part;IGNITION SWTICH;C292501-0107;;N/A;;;;WISNU;A2-4;1;;;;;;;;;;
Consumable Part;IGNITION SWTICH;C292501-0109;;N/A;;;;WISNU;A2-4;0;;;;;;;;;;
Consumable Part;IGNITION SWTICH;C292501-0109;;N/A;;;;WISNU;A2-4;2;;;;;;;;;;
Consumable Part;IGNITION SWTICH;C292501-0109;;N/A;;;;WISNU;A4-1;0;;;;;;;;;;
Consumable Part;INSERT;66796P10;;N/A;;;;WISNU;D3-10;10;;;;;;;;;;
Consumable Part;INSTALL KIT;050-01550-0001;;N/A;;;;WISNU;C2-2;0;;;;;;;;;;
Consumable Part;INSTALL KIT;050-01550-0001;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;INSTALL KIT;050-01577-0001;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;INSTALL KIT;050-01780-0000;;N/A;;;;WISNU;C2-2;2;;;;;;;;;;
Consumable Part;INSTALL KIT;050-03378-0000;;N/A;;;;WISNU;C4-2;0;;;;;;;;;;
Consumable Part;INSTALL KIT GNS430;GNS-430/430W/530/530W S;;N/A;;;;WISNU;G1;3;;;;;;;;;;
Consumable Part;INSTALL KIT WITH LOOP CABLE;050-01756-0004;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;INSULATOR;0470405-1;;N/A;;;;WISNU;B3-13;3;;;;;;;;;;
Consumable Part;INSULATOR;0470405-2;;N/A;;;;WISNU;B3-13;3;;;;;;;;;;
Consumable Part;INTERCOM;SPA400;;N/A;;;;WISNU;C2;1;;;;;;;;;;
Consumable Part;INTERCOM;SPA400;;6072648;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;INTERCOM;SPA400;;6072651;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;KEY;S3547-1;;N/A;;;;WISNU;D3-3;9;;;;;;;;;;
Consumable Part;KIT COMPAS;JMCRK;;N/A;;;;WISNU;D2-10;8;;;;;;;;;;
Consumable Part;KIT FLOW;05K23084;;N/A;;;;WISNU;D2-16;1;;;;;;;;;;
Consumable Part;KIT MOUNT;J-23502-1;;N/A;;;;WISNU;A4-1;1;;;;;;;;;;
Consumable Part;KIT PISTON  RING;05K22035;;N/A;;;;WISNU;D3-8;5;;;;;;;;;;
Consumable Part;KIT SHOCK MOUNT;J23502-1;;N/A;;;;WISNU;A4-1;1;;;;;;;;;;
Consumable Part;KIT SL988;764-378;;N/A;;;;WISNU;G1;4;;;;;;;;;;
Consumable Part;KNIFE SPLICE/ RED;32446;;N/A;;;;WISNU;D3-5;98;;;;;;;;;;
Consumable Part;KNOB;0713250-1-532;;N/A;;;;WISNU;D2-8;9;;;;;;;;;;
Consumable Part;KNOB;S1728-1;;N/A;;;;WISNU;D2-8;8;;;;;;;;;;
Consumable Part;KNOB;S1995-5;;N/A;;;;WISNU;D2-3;4;;;;;;;;;;
Consumable Part;LAMP;1073;;N/A;;;;WISNU;G2;110;;;;;;;;;;
Consumable Part;LAMP;306;;N/A;;;;WISNU;B3-6;10;;;;;;;;;;
Consumable Part;LAMP;307;;N/A;;;;WISNU;B3-3;139;;;;;;;;;;
Consumable Part;LAMP;308;;N/A;;;;WISNU;A2-7;98;;;;;;;;;;
Consumable Part;LAMP;313;;N/A;;;;WISNU;B3-8;36;;;;;;;;;;
Consumable Part;LAMP;32243-2;;N/A;;;;WISNU;B3-7;11;;;;;;;;;;
Consumable Part;LAMP;330;;N/A;;;;WISNU;G2;80;;;;;;;;;;
Consumable Part;LAMP;336;;N/A;;;;WISNU;G2;50;;;;;;;;;;
Consumable Part;LAMP;34-0412670-63;;N/A;;;;WISNU;B3-8;4;;;;;;;;;;
Consumable Part;LAMP;34-0414020-65;;N/A;;;;WISNU;B3-8;4;;;;;;;;;;
Consumable Part;LAMP;34-0428020-65;;N/A;;;;WISNU;B3-4;8;;;;;;;;;;
Consumable Part;LAMP;4509;;N/A;;;;WISNU;G2;5;;;;;;;;;;
Consumable Part;LAMP;4509;;N/A;;;;WISNU;G2;5;;;;;;;;;;
Consumable Part;LAMP;4509;;N/A;;;;WISNU;G2;0;;;;;;;;;;
Consumable Part;LAMP;4570;;N/A;;;;WISNU;B3-3;5;;;;;;;;;;
Consumable Part;LAMP;4570;;N/A;;;;WISNU;E4;8;;;;;;;;;;
Consumable Part;LAMP;4587;;N/A;;;;WISNU;B3-3;11;;;;;;;;;;
Consumable Part;LAMP;4594;;N/A;;;;WISNU;B3-3;18;;;;;;;;;;
Consumable Part;LAMP;4594;;N/A;;;;WISNU;E4;12;;;;;;;;;;
Consumable Part;LAMP;4596;;N/A;;;;WISNU;B3-3;17;;;;;;;;;;
Consumable Part;LAMP;4596;;N/A;;;;WISNU;E4;5;;;;;;;;;;
Consumable Part;LAMP;751-581;;N/A;;;;WISNU;G2;10;;;;;;;;;;
Consumable Part;LAMP;GE 94;;N/A;;;;WISNU;B2-2;100;;;;;;;;;;
Consumable Part;LAMP;MS25231-313;;N/A;;;;WISNU;B3-10;61;;;;;;;;;;
Consumable Part;LAMP;MS25309-7512;;N/A;;;;WISNU;B3-8;9;;;;;;;;;;
Consumable Part;LAMP;MS25309-7512;;N/A;;;;WISNU;B3-8;2;;;;;;;;;;
Consumable Part;LAMP;WL-1512;;N/A;;;;WISNU;B3-7;9;;;;;;;;;;
Consumable Part;LAMP ASSY;02-0350433-01;;N/A;;;;WISNU;A2-6;4;;;;;;;;;;
Consumable Part;LAMP/BULB;34-0226010-91;;N/A;;;;WISNU;B3-9;11;;;;;;;;;;
Consumable Part;LAMP/BULB;387;;N/A;;;;WISNU;B3-9;178;;;;;;;;;;
Consumable Part;LATCH;0708114-1;;N/A;;;;WISNU;A3-19;2;;;;;;;;;;
Consumable Part;LATCH;KM610-64;;N/A;;;;WISNU;A3-20;2;;;;;;;;;;
Consumable Part;LATCH ASSY;1217066-1;;N/A;;;;WISNU;A3-19;3;;;;;;;;;;
Consumable Part;LATCH ASSY;1217066-2;;N/A;;;;WISNU;A3-19;4;;;;;;;;;;
Consumable Part;LEAD ASSEMBLY;10-400401-78;;N/A;;;;WISNU;G1;10;;;;;;;;;;
Consumable Part;LEFT DOOR;SA60-05-1;;N/A;;;;WISNU;F;2;;;;;;;;;;
Consumable Part;LEFT FRONT KICK PANEL;SK60-03;;N/A;;;;WISNU;F;2;;;;;;;;;;
Consumable Part;LENS;111-0016;;N/A;;;;WISNU;A3-17;8;;;;;;;;;;
Consumable Part;LENS RED;921-048-03;;N/A;;;;WISNU;A3-17;1;;;;;;;;;;
Consumable Part;LENS TAIL LIGHT;A4513-1;;N/A;;;;WISNU;A3-17;13;;;;;;;;;;
Consumable Part;LIGHT;C622001-0201;;N/A;;;;WISNU;A3-17;4;;;;;;;;;;
Consumable Part;LIGHT ASSY;C622001-0102;;N/A;;;;WISNU;A3-17;1;;;;;;;;;;
Consumable Part;LIGHT DIMMER KNOB;S1995-6;;N/A;;;;WISNU;D2-3;4;;;;;;;;;;
Consumable Part;LIGHT LOW VOLTAGE;52519-2;;N/A;;;;WISNU;B3-7;2;;;;;;;;;;
Consumable Part;LINE ASSY;1700121-118;;N/A;;;;WISNU;B4-1;2;;;;;;;;;;
Consumable Part;LINE ASSY;1700121-118;;N/A;;;;WISNU;B4-1;2;;;;;;;;;;
Consumable Part;LINE ASSY;1700121-127;;N/A;;;;WISNU;B4-1;0;;;;;;;;;;
Consumable Part;LINE ASSY BRAKE;0500118-127;;N/A;;;;WISNU;B4-1;1;;;;;;;;;;
Consumable Part;LINE AY;0500118-164;;N/A;;;;WISNU;B4-2;1;;;;;;;;;;
Consumable Part;LINK;0511336-1;;N/A;;;;WISNU;D3-4;2;;;;;;;;;;
Consumable Part;LINK;0511336-1;;N/A;;;;WISNU;D3-4;0;;;;;;;;;;
Consumable Part;LINK ALTERNATOR;LW10726;;N/A;;;;WISNU;D2-16;3;;;;;;;;;;
Consumable Part;LINK CHAIN CONNECTOR;MCS2294-25;;N/A;;;;WISNU;D4;6;;;;;;;;;;
Consumable Part;LOCK;MM20-1088;;N/A;;;;WISNU;D1;1;;;;;;;;;;
Consumable Part;LOCK AY CONTROL SEAT;SIPL1925-1;;N/A;;;;WISNU;B4-2;1;;;;;;;;;;
Consumable Part;LOCK NUT;MS21044N10;;N/A;;;;WISNU;D3-10;150;;;;;;;;;;
Consumable Part;LOCK NUT;MS21047L08;;N/A;;;;WISNU;A3-6;32;;;;;;;;;;
Consumable Part;LOCK NUT;MS21069L4;;N/A;;;;WISNU;A3-6;100;;;;;;;;;;
Consumable Part;LOCK PLATE SHROUD TUBE;LW12272;;N/A;;;;WISNU;D3-3;40;;;;;;;;;;
Consumable Part;LOCK RING;0841200-19;;N/A;;;;WISNU;B3-19;20;;;;;;;;;;
Consumable Part;LOCKING WIRE;0.32;;N/A;;;;WISNU;A2-6;0;;;;;;;;;;
Consumable Part;LOCKING WIRE;MS20995C-32;;N/A;;;;WISNU;A2-1;5;;;;;;;;;;
Consumable Part;LOCKING WIRE;MS20995C-41;;N/A;;;;WISNU;A2-1;5;;;;;;;;;;
Consumable Part;LOW VOLTAGE WARNING SYSTEM;10-02573;;N/A;;;;WISNU;C2-2;1;;;;;;;;;;
Consumable Part;LPS 3;316;;N/A;;;;WISNU;D1;6;;;;;;;;;;
Consumable Part;LPS1;116;;N/A;;;;WISNU;D1;15;;;;;;;;;;
Consumable Part;LPS2;216;;N/A;;;;WISNU;D1;6;;;;;;;;;;
Consumable Part;LPS3;316;;N/A;;;;WISNU;D1;2;;;;;;;;;;
Consumable Part;M800-28V CLOCK W/BATT;800-28V-BAT;;D29424;;;;WISNU;C2-2;1;;;;;;;;;;
Consumable Part;M800-28V CLOCK W/BATT;800-28V-BAT;;D29425;;;;WISNU;C2-2;1;;;;;;;;;;
Consumable Part;MACRO SWITCH;S1906-1;;N/A;;;;WISNU;A2-4;2;;;;;;;;;;
Consumable Part;"MADRAS AIR SERVICE ""SUPER TRIP""";STC SA2075;;N/A;;;;WISNU;F1;3;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288500041;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288500042;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288500049;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288500385;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288S00041;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288S00042;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288S00047;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288S00049;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5288S00385;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;070-314-0;;5299500047;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;072-317-0;;42135000 71;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;072-317-0;;4213500023;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;072-317-0;;4213500045;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;072-317-0;;4213500056;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;072-317-0;;4213500058;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;072-317-0;;4213500063;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;072-317-0;;4213500074;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;072-317-0;;4213500078;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C61B1;;31057608;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50852492;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50852494;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50852500;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862407;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862410;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862412;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862420;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862422;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862429;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862431;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862434;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862437;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862438;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862439;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50862451;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50872351;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50872364;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50932030;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50932468;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50942016;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;509521012;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50952104;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;50952105;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51012438;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51022318;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51782117;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51782118;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51782134;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51792107;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51792114;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51792119;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51792159;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51792163;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51792169;;;;WISNU;CONTAINER;0;;;;;;;;;;
Consumable Part;MAIN TYRE;606C66-8;;51802164;;;;WISNU;CONTAINER;1;;;;;;;;;;
Consumable Part;MAJUN;MAJUN;;N/A;;;;WISNU;CONTAINER;50;;;;;;;;;;
Consumable Part;MANIFOLD ASSY;1H5-8;;N/A;;;;WISNU;G3;1;;;;;;;;;;
Consumable Part;MANUAL GFD MULTI ENGINE;10001888-003;;N/A;;;;WISNU;WISNU;0;;;;;;;;;;
Consumable Part;MIC CORD ASSY;10405G-05;;N/A;;;;WISNU;D2-6;5;;;;;;;;;;
Consumable Part;MICROPHON PLUG;SWC480X;;N/A;;;;WISNU;D2-6;11;;;;;;;;;;
Consumable Part;MICROPHONE;09168P-33;;N/A;;;;WISNU;C2-2;9;;;;;;;;;;
Consumable Part;MICROPHONE;12948G01;;N/A;;;;WISNU;C2-2;4;;;;;;;;;;
Consumable Part;MICROPHONE;12948G01;;N/A;;;;WISNU;C2-2;2;;;;;;;;;;
Consumable Part;MICROPHONE;TEL-66T;;N/A;;;;WISNU;E1;2;;;;;;;;;;
