GROUP;DESCRIPTION;P/N;ALT P/N;S/N;MIN QTY;UNIT;CONDITION;WAREHOUSE;STORES;QTY;EXPIRED DATE;GRN NO;VENDOR;RECEIVED DATE;RECEIVED BY;ORDER NUMBER;REFERENCE NUMBER;AWB NUMBER;REMARK;UNIT VALUE
Consumable Part;CABLE PARKING BRAKE;0510105-278;;N/A;;;;WISNU;D4;2;;;;;;;;;;
Consumable Part;CABLE PARKING BRAKE;0510105-278;;N/A;;;;WISNU;D4;3;;;;;;;;;;
Consumable Part;CAM;071704-1;;N/A;;;;WISNU;D3-3;11;;;;;;;;;;
Consumable Part;CAM ASSY;0717024-16;;N/A;;;;WISNU;D3-3;10;;;;;;;;;;
Consumable Part;CAP;MS20813-1;;N/A;;;;WISNU;B2-1;25;;;;;;;;;;
Consumable Part;CAP AY;0543018-1;;N/A;;;;WISNU;D1;2;;;;;;;;;;
Consumable Part;CAP FUEL;66817-002;;N/A;;;;WISNU;G1;6;;;;;;;;;;
Consumable Part;CAPACITOR;S1915-3;;N/A;;;;WISNU;A2-3;7;;;;;;;;;;
Consumable Part;CARBON MONOYIDE DETECTOR;ASACOD;;N/A;;;;WISNU;B2-2;50;;;;;;;;;;
Consumable Part;CARBURETOR HEAT CONTROL;MCS1230-17;;N/A;;;;WISNU;D4;5;;;;;;;;;;
Consumable Part;CARBURETOR HEAT REPAIR KIT;CCH-KT-2;;N/A;;;;WISNU;D4;4;;;;;;;;;;
Consumable Part;CATCH;071704-7;;N/A;;;;WISNU;D2-10;4;;;;;;;;;;
Consumable Part;CATRIDGE;753-913;;N/A;;;;WISNU;G3;1;;;;;;;;;;
Consumable Part;CESSNA 172 CENTER CONSOLE;28-0500233-80A;;N/A;;;;WISNU;B1;2;;;;;;;;;;
Consumable Part;CESSNA 172 CENTER CONSOLE;28-05002333-80A;;N/A;;;;WISNU;B1;1;;;;;;;;;;
Consumable Part;CESSNA 172 LEFT AND RIGHT AERM REST;28-01-804;;N/A;;;;WISNU;B1;4;;;;;;;;;;
Consumable Part;CESSNA 172 LEFT AND RIGHT AERM REST;28-01-80A;;N/A;;;;WISNU;B1;1;;;;;;;;;;
Consumable Part;CESSNA 172 WINDSHIELD;LP-389-GT;;N/A;;;;WISNU;A1-1;1;;;;;;;;;;
Consumable Part;CESSNA CONVERTION KIT;MSC172-40PFW;;N/A;;;;WISNU;D3-10;1;;;;;;;;;;
Consumable Part;CESSNA KIT TSO-C-148A;MC172-14;;N/A;;;;WISNU;D3-13;1;;;;;;;;;;
Consumable Part;CHAIN (TRIM ACTUATOR);MC2295-25-67;;N/A;;;;WISNU;D4;3;;;;;;;;;;
Consumable Part;CHAIN (TRIM ELEVATOR);MC2295P25-55;;N/A;;;;WISNU;D4;3;;;;;;;;;;
Consumable Part;CHAIN ASSY;69202-003;;N/A;;;;WISNU;G1;2;;;;;;;;;;
Consumable Part;CHANNEL;2432003-1;;N/A;;;;WISNU;A2-2;10;;;;;;;;;;
Consumable Part;CHERRY RIVET;CR3213-4-4;;N/A;;;;WISNU;D3-13;-15;;;;;;;;;;
Consumable Part;CHERRY RIVET;CR3213-5-04;;N/A;;;;WISNU;D3-13;100;;;;;;;;;;
Consumable Part;CHERRY RIVET;S2906-4-4;;N/A;;;;WISNU;D3-9;50;;;;;;;;;;
Consumable Part;CHT PROBE;2852;;N/A;;;;WISNU;G3;4;;;;;;;;;;
Consumable Part;CHT PROBE;66252;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;CHT PROBE;763-503;;N/A;;;;WISNU;G3;1;;;;;;;;;;
Consumable Part;CHT PROBE;86251;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;CHT PROBE;86251;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;CIMPASS FLUID;AP1000;;N/A;;;;WISNU;D1;5;;;;;;;;;;
Consumable Part;CIRCLIP / RING;MS16624-1262;;N/A;;;;WISNU;D2-4;200;;;;;;;;;;
Consumable Part;CIRCUIT BREAKER;11-02191;;N/A;;;;WISNU;A2-4;2;;;;;;;;;;
Consumable Part;CIRCUIT BREAKER;11-03930;;N/A;;;;WISNU;A2-4;2;;;;;;;;;;
Consumable Part;CIRCUIT BREAKER;11-03938;;N/A;;;;WISNU;A2-4;2;;;;;;;;;;
Consumable Part;CIRCUIT BREAKER;11-04128;;N/A;;;;WISNU;A2-4;2;;;;;;;;;;
Consumable Part;CIRCUIT BREAKER;11-08398;;N/A;;;;WISNU;A2-4;3;;;;;;;;;;
Consumable Part;CIRCUIT BREAKER;11-63941;;N/A;;;;WISNU;A2-4;2;;;;;;;;;;
Consumable Part;CIRCUIT BREAKER;S1232-55;;N/A;;;;WISNU;A2-4;0;;;;;;;;;;
Consumable Part;CLAMP;A0750161-25;;N/A;;;;WISNU;A5-1;4;;;;;;;;;;
Consumable Part;CLAMP;AN73TW66;;N/A;;;;WISNU;D2-5;10;;;;;;;;;;
Consumable Part;CLAMP;CK100;;N/A;;;;WISNU;A5-1;1;;;;;;;;;;
Consumable Part;CLAMP;LW15592-8-28;;N/A;;;;WISNU;D2-5;2;;;;;;;;;;
Consumable Part;CLAMP;LW15592-8-32;;N/A;;;;WISNU;D3-1;10;;;;;;;;;;
Consumable Part;CLAMP;LW18959-175-25;;N/A;;;;WISNU;B3-17;1;;;;;;;;;;
Consumable Part;CLAMP;MS21919WDG6;;N/A;;;;WISNU;D2-5;50;;;;;;;;;;
Consumable Part;CLAMP;MS21919WDG9;;N/A;;;;WISNU;D2-5;42;;;;;;;;;;
Consumable Part;CLAMP;S1485D26;;N/A;;;;WISNU;B3-17;2;;;;;;;;;;
Consumable Part;CLAMP;S18991-65;;N/A;;;;WISNU;B3-15;16;;;;;;;;;;
Consumable Part;CLEVIS;543032;;N/A;;;;WISNU;A3-3;3;;;;;;;;;;
Consumable Part;CLIP;1726049-1;;N/A;;;;WISNU;D2-4;2;;;;;;;;;;
Consumable Part;CLUSTER;C668509-0101;;N/A;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;CLUSTER;C668509-0101;;708587;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;CLUSTER;C668509-0101;;708591;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;CLUSTER;C668509-0101;;708652;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;CLUSTER FUEL;C669562-0109;;724;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;CLUSTER FUEL;C669562-0109;;731;;;;WISNU;D3-1;0;;;;;;;;;;
Consumable Part;COAXIAL CABLE;C732913;;N/A;;;;WISNU;F5;25;;;;;;;;;;
Consumable Part;COIL HEAD JET;22607G-01;;N/A;;;;WISNU;D2-6;1;;;;;;;;;;
Consumable Part;COLOR KUT FUEL;KOLOR KUT;;N/A;;;;WISNU;E4;22;;;;;;;;;;
Consumable Part;COMPENSATOR;C21-400;;N/A;;;;WISNU;D2-10;2;;;;;;;;;;
Consumable Part;COMPUTER STUDENT FLT;10001316;;N/A;;;;WISNU;WISNU;0;;;;;;;;;;
Consumable Part;CONNECTOR;MS3106A10SL39;;N/A;;;;WISNU;A3-18;6;;;;;;;;;;
Consumable Part;CONNECTOR;S2800-277;;N/A;;;;WISNU;A2-4;2;;;;;;;;;;
Consumable Part;CONSOLE CENTER;28-0500233RT-80A;;N/A;;;;WISNU;B1;2;;;;;;;;;;
Consumable Part;CONTACK CLEANER;2016;;N/A;;;;WISNU;D1;6;;;;;;;;;;
Consumable Part;CONTACT PIN;204370-2;;N/A;;;;WISNU;D3-5;100;;;;;;;;;;
Consumable Part;CONTACTOR;S2099-6;;N/A;;;;WISNU;D3-5;151;;;;;;;;;;
Consumable Part;CONTACTOR;S2099-8LP;;N/A;;;;WISNU;D3-5;100;;;;;;;;;;
Consumable Part;CONTACTOR;S2443-2;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;CONTACTOR STATER;584-460;;N/A;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;CONTACTOR STATER;584-460;;N/A;;;;WISNU;G2;2;;;;;;;;;;
Consumable Part;CONTORL;S1239-48;;N/A;;;;WISNU;D4;1;;;;;;;;;;
Consumable Part;CONTROL;S1241-36;;N/A;;;;WISNU;D4;1;;;;;;;;;;
Consumable Part;CONTROL;S1517-7;;N/A;;;;WISNU;D4;6;;;;;;;;;;
Consumable Part;CONTROL ASSY SEAT;AC5794-24;;N/A;;;;WISNU;G1;2;;;;;;;;;;
Consumable Part;CONTROL ASSY SEAT;MC5794-24;;N/A;;;;WISNU;B4-2;2;;;;;;;;;;
Consumable Part;CONTROL MX;345-024-4;;N/A;;;;WISNU;D4;3;;;;;;;;;;
Consumable Part;CONTROL MX;565-548-071;;N/A;;;;WISNU;D4;1;;;;;;;;;;
Consumable Part;CONTROL TH;252-085-1;;N/A;;;;WISNU;D4;2;;;;;;;;;;
Consumable Part;CONVERSION KIT;MSC172-40PSD;;N/A;;;;WISNU;D3-10;2;;;;;;;;;;
Consumable Part;CONVERTER;AK-550-12;;508411;;;;WISNU;E1;1;;;;;;;;;;
Consumable Part;CONVERTER;VR1-3;;20V-30VDC;;;;WISNU;C1-1;1;;;;;;;;;;
Consumable Part;COOLING FAN;ACF528;;12190;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;COOLING KIT;SK402-20B;;N/A;;;;WISNU;G1;4;;;;;;;;;;
Consumable Part;CORD HEADSET KIT;18028G01;;N/A;;;;WISNU;C2-2;3;;;;;;;;;;
Consumable Part;CORD HEADSET KIT;18028G01;;N/A;;;;WISNU;C2-2;2;;;;;;;;;;
Consumable Part;CORE-HIGH-PREASURE;AN809-1;;N/A;;;;WISNU;B2-1;10;;;;;;;;;;
Consumable Part;COTTER PIN;MS24665-132;;N/A;;;;WISNU;A3-10;787;;;;;;;;;;
Consumable Part;COTTER PIN;MS24665-134;;N/A;;;;WISNU;A3-10;742;;;;;;;;;;
Consumable Part;COTTER PIN;MS24665-136;;N/A;;;;WISNU;A3-10;97;;;;;;;;;;
Consumable Part;COTTER PIN;MS24665-151;;N/A;;;;WISNU;A3-10;185;;;;;;;;;;
Consumable Part;COTTER PIN;MS24665-153;;N/A;;;;WISNU;A3-10;101;;;;;;;;;;
Consumable Part;COTTER PIN;MS24665-285;;N/A;;;;WISNU;A3-10;586;;;;;;;;;;
Consumable Part;COTTER PIN;MS24665-351;;N/A;;;;WISNU;A3-10;154;;;;;;;;;;
Consumable Part;COTTER PIN;MS24665-360;;N/A;;;;WISNU;A3-10;279;;;;;;;;;;
Consumable Part;COUPLER;DMH69-1;;2357;;;;WISNU;A4-1;0;;;;;;;;;;
Consumable Part;COUPLER;DMH69-1;;2378;;;;WISNU;A4-1;1;;;;;;;;;;
Consumable Part;COUPLER;DMH69-1;;9432;;;;WISNU;A4-1;1;;;;;;;;;;
Consumable Part;COUPLER;DMH69-1;;9438;;;;WISNU;A4-1;1;;;;;;;;;;
Consumable Part;COUPLER;DMH69-1;;9439;;;;WISNU;A4-1;1;;;;;;;;;;
Consumable Part;COUPLER;DMH69-1;;9446;;;;WISNU;A4-1;1;;;;;;;;;;
Consumable Part;COUPLING;C301001-0211;;N/A;;;;WISNU;D3-12;6;;;;;;;;;;
Consumable Part;COVER;0513298-11-532;;N/A;;;;WISNU;D4;2;;;;;;;;;;
Consumable Part;COVER;0541191-2;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;COVER;0560027-5;;N/A;;;;WISNU;B3-6;1;;;;;;;;;;
Consumable Part;COVER;0570316-1;;N/A;;;;WISNU;A3-20;2;;;;;;;;;;
Consumable Part;COVER;0570316-1;;N/A;;;;WISNU;A3-20;0;;;;;;;;;;
Consumable Part;COVER;0712765-3;;N/A;;;;WISNU;A2;0;;;;;;;;;;
Consumable Part;COVER;533-182;;N/A;;;;WISNU;G3;6;;;;;;;;;;
Consumable Part;COVER;712765;;N/A;;;;WISNU;A2-2;2;;;;;;;;;;
Consumable Part;COVER COMFORT EAR SEALS;22658G01;;N/A;;;;WISNU;D2-5;3;;;;;;;;;;
Consumable Part;CRIMP PIN / 18-16 AWG;66099-1;;N/A;;;;WISNU;D3-5;98;;;;;;;;;;
Consumable Part;CRIMP PIN / 24-20 AWG;66103-1;;N/A;;;;WISNU;D3-5;100;;;;;;;;;;
Consumable Part;CRIMP SOCKET / 18-16 AWG;66101-1;;N/A;;;;WISNU;D3-5;98;;;;;;;;;;
Consumable Part;CRIMP SOCKET / 24-20 AWG;66105-1;;N/A;;;;WISNU;D3-5;94;;;;;;;;;;
Consumable Part;CUSTTLE NUT;AN310-3;;N/A;;;;WISNU;A3-3;86;;;;;;;;;;
Consumable Part;CUSTTLE NUT;AN310-5;;N/A;;;;WISNU;A3-3;13;;;;;;;;;;
Consumable Part;CUSTTLE NUT;AN310-5;;N/A;;;;WISNU;A3-3;93;;;;;;;;;;
Consumable Part;CUSTTLE NUT;AN310-5;;N/A;;;;WISNU;D3-2;21;;;;;;;;;;
Consumable Part;CYLINDER;05K21122;;N/A;;;;WISNU;G5;3;;;;;;;;;;
Consumable Part;CYLINDER ASSY;05K21100;;N/A;;;;WISNU;WISNU;1;;;;;;;;;;
Consumable Part;CYLINDER ASSY;05K21100;;N/A;;;;WISNU;WISNU;5;;;;;;;;;;
Consumable Part;CYLINDER HYDRAULIC NOSE;455-987;;3479;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;CYLINDER KIT;05K21104;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;CYLINDER KIT;05K21104;;N/A;;;;WISNU;C4-2;1;;;;;;;;;;
Consumable Part;DC CONVERTER;SDC225;;380513081;;;;WISNU;C1-1;1;;;;;;;;;;
Consumable Part;DEAL GREASE;154-12000;;N/A;;;;WISNU;B3-12;10;;;;;;;;;;
Consumable Part;DETECTOR;1221201-4;;N/A;;;;WISNU;D2-1;2;;;;;;;;;;
Consumable Part;DETECTOR;1221201-4;;N/A;;;;WISNU;D2-1;1;;;;;;;;;;
Consumable Part;DETECTOR LIFT;148-7;;161726-08;;;;WISNU;G1;0;;;;;;;;;;
Consumable Part;DETECTOR LIFT;148-7;;161726-09;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;DETECTOR LIFT;148-7;;859328045;;;;WISNU;QUARANTINE;1;;;;;;;;;;
Consumable Part;DETECTOR NAV LIGHT;1221201-3;;N/A;;;;WISNU;D2-1;4;;;;;;;;;;
Consumable Part;DISC BRAKE;164-04000;;N/A;;;;WISNU;A2-1;2;;;;;;;;;;
Consumable Part;DISC BRAKE;164-30615-1;;N/A;;;;WISNU;A2-1;4;;;;;;;;;;
Consumable Part;DISC BRAKE;164-30615-1;;N/A;;;;WISNU;A2-1;0;;;;;;;;;;
Consumable Part;DOME SHALLOW;11696P-28;;N/A;;;;WISNU;D2;0;;;;;;;;;;
Consumable Part;DOOR AY;0552173-27;;N/A;;;;WISNU;A4-2;0;;;;;;;;;;
Consumable Part;DOOR AY;0552173-27;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;DOOR POST KIT;SK172-149-1;;N/A;;;;WISNU;A2-9;4;;;;;;;;;;
Consumable Part;DOW CORNING RTV;RTV737-30ZCLR;;N/A;;;;WISNU;E4;8;;;;;;;;;;
Consumable Part;DRAIN VALVE;492-308;;N/A;;;;WISNU;G3;3;;;;;;;;;;
Consumable Part;DRAIN VALVE;S2485-1;;N/A;;;;WISNU;A3-20;2;;;;;;;;;;
Consumable Part;DRAIN VALVE SAF-AIR F50,OIL;05-00983;;N/A;;;;WISNU;A3-9;6;;;;;;;;;;
Consumable Part;DUAL HARNESS;10-821414-14R;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;DUAL HARNESS;10-821414-4R;;N/A;;;;WISNU;G3;1;;;;;;;;;;
Consumable Part;DUCT;52282-2;;N/A;;;;WISNU;B3-3;2;;;;;;;;;;
Consumable Part;EARPHONE;10376G-20;;N/A;;;;WISNU;C2-1;2;;;;;;;;;;
Consumable Part;EARPHONE;10376G-20;;N/A;;;;WISNU;C2-1;2;;;;;;;;;;
Consumable Part;EGT PROBE;2870;;N/A;;;;WISNU;G3;3;;;;;;;;;;
Consumable Part;EGT PROBE;86143;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;EGT PROBE;86143;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;EGT PROBE;86143;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;EGT PROBE,SCREW-IN;86245;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;ELBOW;0556032-1;;N/A;;;;WISNU;D2-11;2;;;;;;;;;;
Consumable Part;ELBOW;AN823-4D;;N/A;;;;WISNU;D2-11;0;;;;;;;;;;
Consumable Part;ELBOW;AN916-1D;;N/A;;;;WISNU;D2-11;12;;;;;;;;;;
Consumable Part;ELBOW;MS20823-4D;;N/A;;;;WISNU;D2-11;2;;;;;;;;;;
Consumable Part;ELBOW;S2421-10P;;N/A;;;;WISNU;D2-11;13;;;;;;;;;;
Consumable Part;ELBOW;S2421-10P;;N/A;;;;WISNU;G3;2;;;;;;;;;;
Consumable Part;ELBOW 90 DEGREE;MS20822-4D;;N/A;;;;WISNU;D2-11;2;;;;;;;;;;
Consumable Part;ELBOW PIPE 900;AN914-1D;;N/A;;;;WISNU;D2-11;5;;;;;;;;;;
Consumable Part;ELBOW PIPE 900;AN914-1D;;N/A;;;;WISNU;D2-11;5;;;;;;;;;;
Consumable Part;ELEC BUSHING KIT;EBCKT-4;;N/A;;;;WISNU;D3-9;5;;;;;;;;;;
Consumable Part;ELEVATOR KIT;EBCKT5;;N/A;;;;WISNU;D3-2;3;;;;;;;;;;
Consumable Part;ELT REMOTE;345-6196-04;;368176-021;;;;WISNU;C2-2;1;;;;;;;;;;
Consumable Part;ELT REMOTE;345-6196-04;;368176-021;;;;WISNU;C2-2;1;;;;;;;;;;
Consumable Part;ELT REMOTE;455-0023;;N/A;;;;WISNU;C2-2;2;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;27675;;N/A;;;;WISNU;F1;1;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;27875;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;34477;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;34478;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;34479;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;34480;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;34481;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;34482;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;34484;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;ENGINE BAFFLE;34485;;N/A;;;;WISNU;F1;0;;;;;;;;;;
Consumable Part;EYE BOLT;422344;;N/A;;;;WISNU;B3-15;1;;;;;;;;;;
Consumable Part;EYE WASH PORTABLE;7501;;N/A;;;;WISNU;WISNU;1;;;;;;;;;;
Consumable Part;F8C LARGE FUEL/WATER FUNNEL;05-01055;;N/A;;;;WISNU;A1-2;4;;;;;;;;;;
Consumable Part;FAIRING DORSAL FIN;K0531012-2;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;FAIRING LANDING GEAR,LH;SA-1741005-239;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;FAIRING LANDING GEAR,RH;SA-1741005-240;;N/A;;;;WISNU;A4-2;1;;;;;;;;;;
Consumable Part;FAIRING STRUT TO FUSELAGE,LH;SA-0522150-1SP;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;FAIRING STRUT TO FUSELAGE,RH;SA-0522150-2SP;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;FAIRING STRUT TO WING,LH;SA-052215039P;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;FAIRING STRUT TO WING,RH;SA-0522150-4SP;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;FAIRING STRUT,LH;28-07-LFS;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;FAIRING STRUT,RH;28-07-RFS;;N/A;;;;WISNU;A4-2;2;;;;;;;;;;
Consumable Part;FASTENER;S2319-1;;N/A;;;;WISNU;A3-8;9;;;;;;;;;;
Consumable Part;FELT TAPE;SPF114;;N/A;;;;WISNU;B4-2;22;;;;;;;;;;
Consumable Part;FERRULE;0742410-8;;N/A;;;;WISNU;D3-3;4;;;;;;;;;;
Consumable Part;FILLET AG;0512027-1;;N/A;;;;WISNU;D1;1;;;;;;;;;;
Consumable Part;FILTER AIR ASSY;BA5110;;N/A;;;;WISNU;B2-2;19;;;;;;;;;;
Consumable Part;FILTER ELEMENT;BA-3505;;N/A;;;;WISNU;G1;50;;;;;;;;;;
Consumable Part;FILTER ELEMENT (FUEL);OS-51288;;N/A;;;;WISNU;B5-1;1;;;;;;;;;;
Consumable Part;FILTER FUEL;0756009-1;;N/A;;;;WISNU;A3-20;5;;;;;;;;;;
Consumable Part;FILTER HOUSING;VF-61;;N/A;;;;WISNU;B5-1;1;;;;;;;;;;
Consumable Part;FILTER NOISE;AK950FTR;;956795;;;;WISNU;E4;1;;;;;;;;;;
Consumable Part;FILTER NOISE;AK950FTR;;956797;;;;WISNU;E4;1;;;;;;;;;;
Consumable Part;FILTER VACUM PUMP;RAIJA-7;;N/A;;;;WISNU;D2;3;;;;;;;;;;
Consumable Part;FIN FWD;38349-003;;N/A;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;FITTING;0543016-1;;N/A;;;;WISNU;A1-2;2;;;;;;;;;;
Consumable Part;FITTING;522200-1;;N/A;;;;WISNU;B2-1;3;;;;;;;;;;
Consumable Part;FITTING;AA1K1-4-6;;N/A;;;;WISNU;A3-9;6;;;;;;;;;;
Consumable Part;FITTING;AA1K1-6-10;;N/A;;;;WISNU;A3-9;4;;;;;;;;;;
Consumable Part;FITTING;AA1K1-6-10;;N/A;;;;WISNU;A3-9;4;;;;;;;;;;
Consumable Part;FITTING;AA1K10-4-6;;N/A;;;;WISNU;A3-9;1;;;;;;;;;;
Consumable Part;FITTING;AA1K30-6-6-4;;N/A;;;;WISNU;A3-9;5;;;;;;;;;;
Consumable Part;FITTING;AA1K9-6-10;;N/A;;;;WISNU;A3-9;4;;;;;;;;;;
Consumable Part;FITTING;AN822-4D;;N/A;;;;WISNU;D2-11;2;;;;;;;;;;
Consumable Part;FITTING;AS15002-1P;;N/A;;;;WISNU;D3-10;30;;;;;;;;;;
Consumable Part;FITTING;RA1K1-4-6;;N/A;;;;WISNU;A3-9;7;;;;;;;;;;
Consumable Part;FITTING;RA1K8-6-10;;N/A;;;;WISNU;A3-9;5;;;;;;;;;;
Consumable Part;FITTING;S3014-4-6;;N/A;;;;WISNU;A3-9;1;;;;;;;;;;
Consumable Part;FITTING ALLUMUNIUM CAP;04-03479;;N/A;;;;WISNU;D3-2;10;;;;;;;;;;
Consumable Part;FITTING ALLUMUNIUM CAP;04-03480;;N/A;;;;WISNU;D3-2;10;;;;;;;;;;
Consumable Part;FITTING ALLUMUNIUM CAP;04-03481;;N/A;;;;WISNU;D3-2;6;;;;;;;;;;
Consumable Part;FITTING AY;0543013-1;;N/A;;;;WISNU;A1-2;2;;;;;;;;;;
Consumable Part;FLAP ROLLER BUSHING;496-1;;N/A;;;;WISNU;D3-2;38;;;;;;;;;;
Consumable Part;FLAP ROLLER SERVICE KIT;MCSK100;;N/A;;;;WISNU;B3-14;1;;;;;;;;;;
Consumable Part;FLAP ROLLER UPGRADE KIT;FLP-KT-3U;;N/A;;;;WISNU;B3-14;1;;;;;;;;;;
Consumable Part;FLASH TUBE;152-0007;;J5041588;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;FLASH TUBE;762-003;;N/A;;;;WISNU;G2;2;;;;;;;;;;
Consumable Part;FLASHER;C594502-0102/;;C13125861;;;;WISNU;A3-16;1;;;;;;;;;;
Consumable Part;FLASHER;C594502-0102/150-0011;;C09054293;;;;WISNU;A3-16;1;;;;;;;;;;
Consumable Part;FLASHER;C594502-0102/150-0011;;C09054300;;;;WISNU;A3-16;1;;;;;;;;;;
Consumable Part;FLASHER;C594502-0102/150-0011;;C13125865;;;;WISNU;A3-16;1;;;;;;;;;;
Consumable Part;FLASHER;C594502-0102/150-0011;;C13125896;;;;WISNU;A3-16;1;;;;;;;;;;
Consumable Part;FLASHER;C594502-0102/150-0011;;C13125926;;;;WISNU;A3-16;1;;;;;;;;;;
Consumable Part;FLUID3 MULTY PURPOSE;MIL- PRF-7870D;;N/A;;;;WISNU;WISNU;3;;;;;;;;;;
Consumable Part;FOAM FILLED EAR SEALS;18316G-02;;N/A;;;;WISNU;D2-5;10;;;;;;;;;;
Consumable Part;FUEL CAP;C156003-0101;;N/A;;;;WISNU;A3-19;1;;;;;;;;;;
Consumable Part;FUEL CHECKER - PA 44;86704-002;;N/A;;;;WISNU;G1;7;;;;;;;;;;
Consumable Part;FUEL CLUSTER;C669537-0107;;N/A;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;FUEL DRIVEN PUMP;LW-16947;;H4612;;;;WISNU;G2;1;;;;;;;;;;
Consumable Part;FUEL GAUGE;C172/26.5;;N/A;;;;WISNU;D3-4;10;;;;;;;;;;
Consumable Part;FUEL QTY CLUSTER AND TRANSMITER;SK172-119;;N/A;;;;WISNU;C2-2;1;;;;;;;;;;
Consumable Part;FUEL SENDER;86688-002;;N/A;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;FUEL STRAINER;0756008-1;;N/A;;;;WISNU;A3-2;3;;;;;;;;;;
Consumable Part;FUEL STRNR PLUNGER;05-04424;;N/A;;;;WISNU;D2-10;1;;;;;;;;;;
Consumable Part;FUEL STRNR REBUILD KIT;05-04426;;N/A;;;;WISNU;D2-10;1;;;;;;;;;;
Consumable Part;FUSE;036-0057-10;;N/A;;;;WISNU;C2-1;7;;;;;;;;;;
Consumable Part;FUSE;036-0058-03;;N/A;;;;WISNU;C2-1;1;;;;;;;;;;
Consumable Part;FUSE;S1091-1;;N/A;;;;WISNU;A2-3;9;;;;;;;;;;
Consumable Part;FUSE;S2565-5;;N/A;;;;WISNU;A2-3;25;;;;;;;;;;
Consumable Part;FUSE AGA 32V 3A;036-00058-0003;;N/A;;;;WISNU;C2-1;10;;;;;;;;;;
Consumable Part;GA-56 GPS ANTENNA;011-00134-00;;59075456;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;GA-56 GPS ANTENNA;011-00134-00;;59409715;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;GA-56 GPS ANTENNA;011-00134-00;;59409721;;;;WISNU;G1;1;;;;;;;;;;
Consumable Part;GAGE;6246-00363;;N/A;;;;WISNU;C3-2;1;;;;;;;;;;
Consumable Part;GAGE;6246-00370;;N/A;;;;WISNU;C3-1;1;;;;;;;;;;
Consumable Part;GARTER FILTER;ARB3-5-1;;N/A;;;;WISNU;WISNU;105;;;;;;;;;;
Consumable Part;GARTER FILTER;ARB3-5-1;;N/A;;;;WISNU;WISNU;15;;;;;;;;;;
Consumable Part;GASKET;0426013-1;;N/A;;;;WISNU;A3-13;2;;;;;;;;;;
Consumable Part;GASKET;0426013-2;;N/A;;;;WISNU;A3-13;3;;;;;;;;;;
Consumable Part;GASKET;06E19769-1.25;;N/A;;;;WISNU;G3;132;;;;;;;;;;
