GROUP,DESCRIPTION,Part Number,ALT P/N,Serial Number,MIN QTY,Unit,CONDITION,WAREHOUSE,STORES,QTY,EXPIRED DATE,GRN NO,VENDOR,RECEIVED DATE,RECEIVED BY,ORDER NUMBER,REFERENCE NUMBER,AWB NUMBER,REMARK,UNIT VALUE
CONSUMABLE PART,HOSE,306-8,,,0,EA,,WISNU,B4-3,7.24,,,,,,,,,,0
CONSUMABLE PART,HOSE,69603,,,0,EA,,WISNU,A2-6,3,,,,,,,,,,0
CONSUMABLE PART,HOSE,LW16217,,,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,HOSE,LW16217,,,0,EA,,WISNU,G1,1,,,,,,,,,,0
CONSUMABLE PART,HOSE,LW18101,,,0,EA,,WISNU,B2-2,5,,,,,,,,,,0
CONSUMABLE PART,HOSE,P610124,,,0,EA,,WISNU,B4-3,30,,,,,,,,,,0
CONSUMABLE PART,HOSE,R221612,,,0,CM,,WISNU,B4-3,10.17,,,,,,,,,,0
CONSUMABLE PART,HOSE,R221612,,,0,CM,,WISNU,B4-3,0,,,,,,,,,,0
CONSUMABLE PART,HOSE,R221612,,,0,CM,,WISNU,B4-3,50,,,,,,,,,,0
CONSUMABLE PART,HOSE,R611388,,,0,EA,,WISNU,B4-3,11.4,,,,,,,,,,0
CONSUMABLE PART,HOSE,SCEET10,,,0,EA,,WISNU,B5-1,22.6,,,,,,,,,,0
CONSUMABLE PART,HOSE,SCEET10,,,0,EA,,WISNU,B5-2,22,,,,,,,,,,0
CONSUMABLE PART,HOSE,SCEET2A,,,0,EA,,WISNU,B4-2,65,,,,,,,,,,0
CONSUMABLE PART,HOSE 3/8 PER FOOT,306-6,,,0,EA,,WISNU,B4-3,46.8,,,,,,,,,,0
CONSUMABLE PART,HOSE ASSEMBLY,035018-3-0100,,,0,EA,,WISNU,B4-2,7,,,,,,,,,,0
CONSUMABLE PART,HOSE ASSEMBLY,AE7013106B0170,,,0,EA,,WISNU,B4-2,4,,,,,,,,,,0
CONSUMABLE PART,HOSE ASSY,AE701306B0306,,,0,EA,,WISNU,B4-2,2,,,,,,,,,,0
CONSUMABLE PART,HOSE AY,AE70130640272,,,0,EA,,WISNU,B4-2,2,,,,,,,,,,0
CONSUMABLE PART,HOSE AY,AE7013106H0184,,,0,EA,,WISNU,B4-2,2,,,,,,,,,,0
CONSUMABLE PART,HOSE AY,AE7013106H0184,,,0,EA,,WISNU,B4-2,3,,,,,,,,,,0
CONSUMABLE PART,HOSE AY,AE7013106H0306,,,0,EA,,WISNU,B4-2,2,,,,,,,,,,0
CONSUMABLE PART,HOSE DUCTING,SCAT 3A,,,0,EA,,WISNU,B5-3,55,,,,,,,,,,0
CONSUMABLE PART,HOSE PER FOOT,303-10,,,0,EA,,WISNU,B4-3,32.64,,,,,,,,,,0
CONSUMABLE PART,HOSE PER FOOT,303-8RL,,,0,EA,,WISNU,B4-3,20.32,,,,,,,,,,0
CONSUMABLE PART,HOSE PER FOOT,306-10,,,0,EA,,WISNU,B4-3,28.3,,,,,,,,,,0
CONSUMABLE PART,HOSE PER FOOT,306-10,,,0,EA,,WISNU,B4-3,27.85,,,,,,,,,,0
CONSUMABLE PART,HOUSING,S1637-1,,,0,EA,,WISNU,D3-5,42,,,,,,,,,,0
CONSUMABLE PART,HOUSING FEMALE,S1637-2,,,0,EA,,WISNU,D3-5,92,,,,,,,,,,0
CONSUMABLE PART,HOUSING ROLLER,1200603-38,,,0,EA,,WISNU,D3-11,10,,,,,,,,,,0
CONSUMABLE PART,HOUSING ROLLER,1414104-71,,,0,EA,,WISNU,D3-11,2,,,,,,,,,,0
CONSUMABLE PART,HOUSING ROLLER,1414104-72,,,0,EA,,WISNU,D3-11,4,,,,,,,,,,0
CONSUMABLE PART,HOWSING,S2373-1,,,0,EA,,WISNU,D2-3,11,,,,,,,,,,0
CONSUMABLE PART,HOWSING,S2373-2,,,0,EA,,WISNU,D2-3,12,,,,,,,,,,0
CONSUMABLE PART,HUB,140-150,,,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,HUB,40-113,,,0,EA,,WISNU,B2-2,1,,,,,,,,,,0
CONSUMABLE PART,HYDRAULIC FLUID,MIL-PRF-5606,,,0,LITER,,WISNU,FLAMABLE ROOM,6,,,,,,,,,,0
CONSUMABLE PART,HYDROULIC,FLUID 41,,,0,PAIL,,WISNU,FLAMABLE ROOM,3,,,,,,,,,,0
CONSUMABLE PART,IGNITION SWTICH,C292501-0106,,,0,EA,,WISNU,A2-4,0,,,,,,,,,,0
CONSUMABLE PART,IGNITION SWTICH,C292501-0107,,,0,EA,,WISNU,A2-4,1,,,,,,,,,,0
CONSUMABLE PART,IGNITION SWTICH,C292501-0109,,,0,EA,,WISNU,A2-4,0,,,,,,,,,,0
CONSUMABLE PART,IGNITION SWTICH,C292501-0109,,,0,EA,,WISNU,A2-4,2,,,,,,,,,,0
CONSUMABLE PART,IGNITION SWTICH,C292501-0109,,,0,EA,,WISNU,A4-1,0,,,,,,,,,,0
CONSUMABLE PART,INSERT,66796P10,,,0,EA,,WISNU,D3-10,10,,,,,,,,,,0
CONSUMABLE PART,INSTALL KIT,050-01550-0001,,,0,EA,,WISNU,C2-2,0,,,,,,,,,,0
CONSUMABLE PART,INSTALL KIT,050-01550-0001,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,INSTALL KIT,050-01577-0001,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,INSTALL KIT,050-01780-0000,,,0,EA,,WISNU,C2-2,2,,,,,,,,,,0
CONSUMABLE PART,INSTALL KIT,050-03378-0000,,,0,EA,,WISNU,C4-2,0,,,,,,,,,,0
CONSUMABLE PART,INSTALL KIT GNS430,GNS-430/430W/530/530W S,,,0,EA,,WISNU,G1,3,,,,,,,,,,0
CONSUMABLE PART,INSTALL KIT WITH LOOP CABLE,050-01756-0004,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,INSULATOR,0470405-1,,,0,EA,,WISNU,B3-13,3,,,,,,,,,,0
CONSUMABLE PART,INSULATOR,0470405-2,,,0,EA,,WISNU,B3-13,3,,,,,,,,,,0
CONSUMABLE PART,INTERCOM,SPA400,,,0,EA,,WISNU,C2,1,,,,,,,,,,0
CONSUMABLE PART,INTERCOM,SPA400,,6072648,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,INTERCOM,SPA400,,6072651,0,EA,,WISNU,C3-1,1,,,,,,,,,,0
CONSUMABLE PART,KEY,S3547-1,,,0,EA,,WISNU,D3-3,9,,,,,,,,,,0
CONSUMABLE PART,KIT COMPAS,JMCRK,,,0,EA,,WISNU,D2-10,8,,,,,,,,,,0
CONSUMABLE PART,KIT FLOW,05K23084,,,0,EA,,WISNU,D2-16,1,,,,,,,,,,0
CONSUMABLE PART,KIT MOUNT,J-23502-1,,,0,EA,,WISNU,A4-1,1,,,,,,,,,,0
CONSUMABLE PART,KIT PISTON  RING,05K22035,,,0,EA,,WISNU,D3-8,5,,,,,,,,,,0
CONSUMABLE PART,KIT SHOCK MOUNT,J23502-1,,,0,KIT,,WISNU,A4-1,1,,,,,,,,,,0
CONSUMABLE PART,KIT SL988,764-378,,,0,EA,,WISNU,G1,4,,,,,,,,,,0
CONSUMABLE PART,KNIFE SPLICE/ RED,32446,,,0,EA,,WISNU,D3-5,98,,,,,,,,,,0
CONSUMABLE PART,KNOB,0713250-1-532,,,0,EA,,WISNU,D2-8,9,,,,,,,,,,0
CONSUMABLE PART,KNOB,S1728-1,,,0,EA,,WISNU,D2-8,8,,,,,,,,,,0
CONSUMABLE PART,KNOB,S1995-5,,,0,EA,,WISNU,D2-3,4,,,,,,,,,,0
CONSUMABLE PART,LAMP,1073,,,0,EA,,WISNU,G2,110,,,,,,,,,,0
CONSUMABLE PART,LAMP,306,,,0,EA,,WISNU,B3-6,10,,,,,,,,,,0
CONSUMABLE PART,LAMP,307,,,0,EA,,WISNU,B3-3,139,,,,,,,,,,0
CONSUMABLE PART,LAMP,308,,,0,EA,,WISNU,A2-7,98,,,,,,,,,,0
CONSUMABLE PART,LAMP,313,,,0,EA,,WISNU,B3-8,36,,,,,,,,,,0
CONSUMABLE PART,LAMP,32243-2,,,0,EA,,WISNU,B3-7,11,,,,,,,,,,0
CONSUMABLE PART,LAMP,330,,,0,EA,,WISNU,G2,80,,,,,,,,,,0
CONSUMABLE PART,LAMP,336,,,0,EA,,WISNU,G2,50,,,,,,,,,,0
CONSUMABLE PART,LAMP,34-0412670-63,,,0,EA,,WISNU,B3-8,4,,,,,,,,,,0
CONSUMABLE PART,LAMP,34-0414020-65,,,0,EA,,WISNU,B3-8,4,,,,,,,,,,0
CONSUMABLE PART,LAMP,34-0428020-65,,,0,EA,,WISNU,B3-4,8,,,,,,,,,,0
CONSUMABLE PART,LAMP,4509,,,0,EA,,WISNU,G2,5,,,,,,,,,,0
CONSUMABLE PART,LAMP,4509,,,0,EA,,WISNU,G2,5,,,,,,,,,,0
CONSUMABLE PART,LAMP,4509,,,0,EA,,WISNU,G2,0,,,,,,,,,,0
CONSUMABLE PART,LAMP,4570,,,0,EA,,WISNU,B3-3,5,,,,,,,,,,0
CONSUMABLE PART,LAMP,4570,,,0,EA,,WISNU,E4,8,,,,,,,,,,0
CONSUMABLE PART,LAMP,4587,,,0,EA,,WISNU,B3-3,11,,,,,,,,,,0
CONSUMABLE PART,LAMP,4594,,,0,EA,,WISNU,B3-3,18,,,,,,,,,,0
CONSUMABLE PART,LAMP,4594,,,0,EA,,WISNU,E4,12,,,,,,,,,,0
CONSUMABLE PART,LAMP,4596,,,0,EA,,WISNU,B3-3,17,,,,,,,,,,0
CONSUMABLE PART,LAMP,4596,,,0,EA,,WISNU,E4,5,,,,,,,,,,0
CONSUMABLE PART,LAMP,751-581,,,0,EA,,WISNU,G2,10,,,,,,,,,,0
CONSUMABLE PART,LAMP,GE 94,,,0,EA,,WISNU,B2-2,100,,,,,,,,,,0
CONSUMABLE PART,LAMP,MS25231-313,,,0,EA,,WISNU,B3-10,61,,,,,,,,,,0
CONSUMABLE PART,LAMP,MS25309-7512,,,0,EA,,WISNU,B3-8,9,,,,,,,,,,0
CONSUMABLE PART,LAMP,MS25309-7512,,,0,EA,,WISNU,B3-8,2,,,,,,,,,,0
CONSUMABLE PART,LAMP,WL-1512,,,0,EA,,WISNU,B3-7,9,,,,,,,,,,0
CONSUMABLE PART,LAMP ASSY,02-0350433-01,,,0,EA,,WISNU,A2-6,4,,,,,,,,,,0
CONSUMABLE PART,LAMP/BULB,34-0226010-91,,,0,EA,,WISNU,B3-9,11,,,,,,,,,,0
CONSUMABLE PART,LAMP/BULB,387,,,0,EA,,WISNU,B3-9,178,,,,,,,,,,0
CONSUMABLE PART,LATCH,0708114-1,,,0,EA,,WISNU,A3-19,2,,,,,,,,,,0
CONSUMABLE PART,LATCH,KM610-64,,,0,EA,,WISNU,A3-20,2,,,,,,,,,,0
CONSUMABLE PART,LATCH ASSY,1217066-1,,,0,EA,,WISNU,A3-19,3,,,,,,,,,,0
CONSUMABLE PART,LATCH ASSY,1217066-2,,,0,EA,,WISNU,A3-19,4,,,,,,,,,,0
CONSUMABLE PART,LEAD ASSEMBLY,10-400401-78,,,0,EA,,WISNU,G1,10,,,,,,,,,,0
CONSUMABLE PART,LEFT DOOR,SA60-05-1,,,0,EA,,WISNU,F,2,,,,,,,,,,0
CONSUMABLE PART,LEFT FRONT KICK PANEL,SK60-03,,,0,EA,,WISNU,F,2,,,,,,,,,,0
CONSUMABLE PART,LENS,111-0016,,,0,EA,,WISNU,A3-17,8,,,,,,,,,,0
CONSUMABLE PART,LENS RED,921-048-03,,,0,EA,,WISNU,A3-17,1,,,,,,,,,,0
CONSUMABLE PART,LENS TAIL LIGHT,A4513-1,,,0,EA,,WISNU,A3-17,13,,,,,,,,,,0
CONSUMABLE PART,LIGHT,C622001-0201,,,0,EA,,WISNU,A3-17,4,,,,,,,,,,0
CONSUMABLE PART,LIGHT ASSY,C622001-0102,,,0,EA,,WISNU,A3-17,1,,,,,,,,,,0
CONSUMABLE PART,LIGHT DIMMER KNOB,S1995-6,,,0,EA,,WISNU,D2-3,4,,,,,,,,,,0
CONSUMABLE PART,LIGHT LOW VOLTAGE,52519-2,,,0,EA,,WISNU,B3-7,2,,,,,,,,,,0
CONSUMABLE PART,LINE ASSY,1700121-118,,,0,EA,,WISNU,B4-1,2,,,,,,,,,,0
CONSUMABLE PART,LINE ASSY,1700121-118,,,0,EA,,WISNU,B4-1,2,,,,,,,,,,0
CONSUMABLE PART,LINE ASSY,1700121-127,,,0,EA,,WISNU,B4-1,0,,,,,,,,,,0
CONSUMABLE PART,LINE ASSY BRAKE,0500118-127,,,0,EA,,WISNU,B4-1,1,,,,,,,,,,0
CONSUMABLE PART,LINE AY,0500118-164,,,0,EA,,WISNU,B4-2,1,,,,,,,,,,0
CONSUMABLE PART,LINK,0511336-1,,,0,EA,,WISNU,D3-4,2,,,,,,,,,,0
CONSUMABLE PART,LINK,0511336-1,,,0,EA,,WISNU,D3-4,0,,,,,,,,,,0
CONSUMABLE PART,LINK ALTERNATOR,LW10726,,,0,EA,,WISNU,D2-16,3,,,,,,,,,,0
CONSUMABLE PART,LINK CHAIN CONNECTOR,MCS2294-25,,,0,EA,,WISNU,D4,6,,,,,,,,,,0
CONSUMABLE PART,LOCK,MM20-1088,,,0,EA,,WISNU,D1,1,,,,,,,,,,0
CONSUMABLE PART,LOCK AY CONTROL SEAT,SIPL1925-1,,,0,EA,,WISNU,B4-2,1,,,,,,,,,,0
CONSUMABLE PART,LOCK NUT,MS21044N10,,,0,EA,,WISNU,D3-10,150,,,,,,,,,,0
CONSUMABLE PART,LOCK NUT,MS21047L08,,,0,EA,,WISNU,A3-6,32,,,,,,,,,,0
CONSUMABLE PART,LOCK NUT,MS21069L4,,,0,EA,,WISNU,A3-6,100,,,,,,,,,,0
CONSUMABLE PART,LOCK PLATE SHROUD TUBE,LW12272,,,0,EA,,WISNU,D3-3,40,,,,,,,,,,0
CONSUMABLE PART,LOCK RING,0841200-19,,,0,EA,,WISNU,B3-19,20,,,,,,,,,,0
CONSUMABLE PART,LOCKING WIRE,0.32,,,0,ROLL,,WISNU,A2-6,0,,,,,,,,,,0
CONSUMABLE PART,LOCKING WIRE,MS20995C-32,,,0,EA,,WISNU,A2-1,5,,,,,,,,,,0
CONSUMABLE PART,LOCKING WIRE,MS20995C-41,,,0,EA,,WISNU,A2-1,5,,,,,,,,,,0
CONSUMABLE PART,LOW VOLTAGE WARNING SYSTEM,10-02573,,,0,EA,,WISNU,C2-2,1,,,,,,,,,,0
CONSUMABLE PART,LPS 3,00316,,,0,EA,,WISNU,D1,6,,,,,,,,,,0
CONSUMABLE PART,LPS1,116,,,0,EA,,WISNU,D1,15,,,,,,,,,,0
CONSUMABLE PART,LPS2,216,,,0,EA,,WISNU,D1,6,,,,,,,,,,0
CONSUMABLE PART,LPS3,316,,,0,EA,,WISNU,D1,2,,,,,,,,,,0
CONSUMABLE PART,M800-28V CLOCK W/BATT,800-28V-BAT,,D29424,0,EA,,WISNU,C2-2,1,,,,,,,,,,0
CONSUMABLE PART,M800-28V CLOCK W/BATT,800-28V-BAT,,D29425,0,EA,,WISNU,C2-2,1,,,,,,,,,,0
CONSUMABLE PART,MACRO SWITCH,S1906-1,,,0,EA,,WISNU,A2-4,2,,,,,,,,,,0
CONSUMABLE PART,"MADRAS AIR SERVICE ""SUPER TRIP""",STC SA2075,,,0,EA,,WISNU,F1,3,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288500041,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288500042,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288500049,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288500385,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288S00041,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288S00042,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288S00047,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288S00049,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5288S00385,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,070-314-0,,5299500047,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,072-317-0,,42135000 71,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,072-317-0,,4213500023,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,072-317-0,,4213500045,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,072-317-0,,4213500056,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,072-317-0,,4213500058,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,072-317-0,,4213500063,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,072-317-0,,4213500074,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,072-317-0,,4213500078,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C61B1,,31057608,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50852492,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50852494,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50852500,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862407,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862410,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862412,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862420,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862422,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862429,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862431,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862434,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862437,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862438,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862439,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50862451,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50872351,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50872364,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50932030,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50932468,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50942016,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,509521012,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50952104,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,50952105,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51012438,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51022318,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51782117,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51782118,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51782134,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51792107,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51792114,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51792119,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51792159,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51792163,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51792169,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,MAIN TYRE,606C66-8,,51802164,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,MAJUN,MAJUN,,,0,KG,,WISNU,CONTAINER,50,,,,,,,,,,0
CONSUMABLE PART,MANIFOLD ASSY,1H5-8,,,0,EA,,WISNU,G3,1,,,,,,,,,,0
CONSUMABLE PART,MANUAL GFD MULTI ENGINE,10001888-003,,,0,EA,,WISNU,WISNU,0,,,,,,,,,,0
CONSUMABLE PART,MIC CORD ASSY,10405G-05,,,0,EA,,WISNU,D2-6,5,,,,,,,,,,0
CONSUMABLE PART,MICROPHON PLUG,SWC480X,,,0,EA,,WISNU,D2-6,11,,,,,,,,,,0
CONSUMABLE PART,MICROPHONE,09168P-33,,,0,EA,,WISNU,C2-2,9,,,,,,,,,,0
CONSUMABLE PART,MICROPHONE,12948G01,,,0,EA,,WISNU,C2-2,4,,,,,,,,,,0
CONSUMABLE PART,MICROPHONE,12948G01,,,0,EA,,WISNU,C2-2,2,,,,,,,,,,0
CONSUMABLE PART,MICROPHONE,TEL-66T,,,0,EA,,WISNU,E1,2,,,,,,,,,,0
CONSUMABLE PART,MICROPHONE ICOM,HM-176,,,0,EA,,WISNU,E2,2,,,,,,,,,,0
CONSUMABLE PART,MIRROR COWLING,474-365,,,0,EA,,WISNU,G3,3,,,,,,,,,,0
CONSUMABLE PART,MOD KIT,88433-002,,,0,EA,,WISNU,G3,2,,,,,,,,,,0
CONSUMABLE PART,MONTED MIC & JACK PHONE,FAP08-1,,,0,EA,,WISNU,D2-6,17,,,,,,,,,,0
CONSUMABLE PART,MOUNT,0413523-6,,,0,EA,,WISNU,D2-3,27,,,,,,,,,,0
CONSUMABLE PART,MOUNT COWL,J7444-42,,,0,EA,,WISNU,A4-1,6,,,,,,,,,,0
CONSUMABLE PART,MOUNT HYDROULIC,96902-000,,,0,EA,,WISNU,G2,1,,,,,,,,,,0
CONSUMABLE PART,MOUNTING KIT,MK-01,,,0,EA,,WISNU,D2-9,18,,,,,,,,,,0
CONSUMABLE PART,MOUNTING KIT,MK-02,,,0,EA,,WISNU,D2-9,3,,,,,,,,,,0
CONSUMABLE PART,MOUNTING PLATE,047-04956-0003,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,MOUNTING PLATE,047-04956-0003,,,0,EA,,WISNU,C4-2,1,,,,,,,,,,0
CONSUMABLE PART,MOUNTING RACK GNS430,115-00243-00,,,0,EA,,WISNU,G1,3,,,,,,,,,,0
CONSUMABLE PART,MOUNTING TRAY,047-04874-0001,,,0,EA,,WISNU,A4-2,0,,,,,,,,,,0
CONSUMABLE PART,MOUNTING TRAY,047-05193-0002,,,0,EA,,WISNU,A4-2,1,,,,,,,,,,0
CONSUMABLE PART,MOUNTING TRAY,047-0940-004,,,0,EA,,WISNU,A4-2,0,,,,,,,,,,0
CONSUMABLE PART,MOUNTING TRAY,047-09628-0004,,,0,EA,,WISNU,A4-2,8,,,,,,,,,,0
CONSUMABLE PART,MPK,METHYL PROPYL KETONE,,,0,EA,,WISNU,CONTAINER,3,,,,,,,,,,0
CONSUMABLE PART,MUFFLER,A1754001-25,,50244,0,PAIL,,WISNU,F3,1,,,,,,,,,,0
CONSUMABLE PART,MULTI PURPOSE FLUID (AEROSHELL FLUID 3),MIL-PRF-7870,,,0,EA,,WISNU,WISNU,3,,,,,,,,,,0
CONSUMABLE PART,MULTI PURPOSE FLUID (AEROSHELL FLUID 3),MIL-PRF-7870,,,0,LITER,,WISNU,WISNU,2,,,,,,,,,,0
CONSUMABLE PART,NIPPLE,AN4022-1,,,0,LITER,,WISNU,B3-17,0,,,,,,,,,,0
CONSUMABLE PART,NIPPLE,AN4022-1,,,0,EA,,WISNU,B3-17,10,,,,,,,,,,0
CONSUMABLE PART,NIPPLE,AN816-2D,,,0,EA,,WISNU,D2-11,4,,,,,,,,,,0
CONSUMABLE PART,NIPPLE,AN911-1D,,,0,EA,,WISNU,D2-11,15,,,,,,,,,,0
CONSUMABLE PART,NIPPLE,MS25171-1S,,,0,EA,,WISNU,D2-2,28,,,,,,,,,,0
CONSUMABLE PART,NIPPLE,MS25171-2S,,,0,EA,,WISNU,D2-2,50,,,,,,,,,,0
CONSUMABLE PART,NIPPLE,MS25171-3S,,,0,EA,,WISNU,D2-3,91,,,,,,,,,,0
CONSUMABLE PART,NIPPLE,MS25171-4S,,,0,EA,,WISNU,D2-3,20,,,,,,,,,,0
CONSUMABLE PART,NOSE TUBE,092-308-0,,,0,EA,,WISNU,D3,8,,,,,,,,,,0
CONSUMABLE PART,NOSE TUBE,092-308-0,,,0,EA,,WISNU,D3-8,5,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,32802437,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,32822233,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52222233,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382165,0,EA,,WISNU,CONTAINER,0,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382168,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382207,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
CONSUMABLE PART,NOSE TYRE,505C61-8,,52382210,0,EA,,WISNU,CONTAINER,1,,,,,,,,,,0
