No.,MS#,MS Date,Aircraft,Description,Part Number,Serial Number,Qty,Unit,Warehouse,Stores,Req. Reference,Remark
"1,280",3942/MS/SPR/2016,1-Nov-16,PK-RON,BRAKE LINNING,066-30026,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,281",3942/MS/SPR/2016,1-Nov-16,PK-RON,OIL ENGINE,ASW100+,N/A,8,LITER,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,282",3942/MS/SPR/2016,1-Nov-16,PK-RON,OIL FILTER,CH48110-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,283",3942/MS/SPR/2016,1-Nov-16,PK-ROT,LAMP/BULB,34-0226010-91,N/A,1,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,284",3942/MS/SPR/2016,31-Oct-16,PK-RON,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,285",3942/MS/SPR/2016,31-Oct-16,N/A,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,286",3942/MS/SPR/2016,31-Oct-16,N/A,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,287",3942/MS/SPR/2016,17-Oct-16,PK-ROT,LPS 3,316,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,288",3942/MS/SPR/2016,15-Oct-16,PK-ROP,LPS 3,316,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,289",3942/MS/SPR/2016,9-Sep-16,PK-ROV,ROD ASSY,62764-800,N/A,1,EA,WISNU,G1,N/A,
"1,290",3942/MS/SPR/2016,25-Nov-16,PK-ROD,HUB,40-113,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,291",3942/MS/SPR/2016,30-Nov-16,PK-RON,SPARK PLUG,REM40E,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,292",3942/MS/SPR/2016,30-Nov-16,PK-RON,OIL FILTER,CH48110-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,293",3942/MS/SPR/2016,30-Nov-16,PK-RON,OIL ENGINE,ASW100+,N/A,8,LITER,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,294",3942/MS/SPR/2016,30-Nov-16,PK-ROO,O RING,MS28775-228,N/A,1,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,295",3942/MS/SPR/2016,30-Nov-16,PK-ROO,PACKING,MS28775-329,N/A,1,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,296",3942/MS/SPR/2016,28-Nov-16,PK-ROK,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,297",3942/MS/SPR/2016,28-Nov-16,N/A,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,298",3942/MS/SPR/2016,26-Nov-16,PK-ROD,SCREW,AN525-832R7,N/A,3,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,299",3942/MS/SPR/2016,26-Nov-16,PK-ROK,SCREW,AN525-832R7,N/A,3,EA,BANYUWANGI,BWI,DAILY SERVICE,
"1,300",3942/MS/SPR/2016,26-Nov-16,PK-ROD,WASHER,NAS1149F0763P,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,301",3942/MS/SPR/2016,26-Nov-16,PK-ROD,BOLT,NAS464P7LA44,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,302",3942/MS/SPR/2016,26-Nov-16,PK-ROD,NUT,MS20365-720C,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,303",3942/MS/SPR/2016,26-Nov-16,PK-ROD,AXLE MAIN LANDING GEAR,0541199-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,304",3942/MS/SPR/2016,26-Nov-16,PK-ROD,NUT PLATE,MS21071L08,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,305",3942/MS/SPR/2016,26-Nov-16,PK-ROD,RIVET/CHERY RIVET,CCP-44,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,306",3942/MS/SPR/2016,26-Nov-16,PK-ROH,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,307",3942/MS/SPR/2016,26-Nov-16,PK-ROK,SCREW,AN525-832R7,N/A,2,EA,BANYUWANGI,BWI,DAILY SERVICE,
"1,308",3942/MS/SPR/2016,25-Nov-16,PK-ROD,OIL ENGINE,ASW100+,N/A,8,LITER,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,309",3942/MS/SPR/2016,25-Nov-16,PK-ROD,LPS 3,316,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,310",3942/MS/SPR/2016,25-Nov-16,PK-ROD,GASKET INTAKE,71973,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,311",3942/MS/SPR/2016,25-Nov-16,N/A,SPARK PLUG,REM40E,N/A,4,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,312",3942/MS/SPR/2016,2-Dec-16,PK-ROH,NAV/COMM KX155A,069-01032-0201,12779,1,EA,WISNU,1,N/A,
"1,313",3942/MS/SPR/2016,25-Nov-16,PK-ROD,ELEVATOR KIT,EBCKT5,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,314",3942/MS/SPR/2016,14-Oct-16,PK-ROS,STARTER,149-NL,FN-281666,1,EA,WISNU,G5,N/A,
"1,315",3942/MS/SPR/2016,25-Nov-16,PK-ROD,RIVET,105-00200,N/A,4,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,316",3942/MS/SPR/2016,26-Nov-16,PK-ROD,BRAKE LINNING,066-30026,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,317",3942/MS/SPR/2016,25-Nov-16,PK-ROD,COTTER PIN,MS24665-132,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,318",3942/MS/SPR/2016,25-Nov-16,PK-ROD,COTTER PIN,MS24665-360,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,319",3942/MS/SPR/2016,25-Nov-16,PK-ROD,GARTER FILTER,ARB3-5-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,320",3942/MS/SPR/2016,25-Nov-16,PK-ROD,AIR FILTER,BA6108,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,321",3942/MS/SPR/2016,25-Nov-16,PK-ROD,OIL FILTER,CH48110-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,322",3942/MS/SPR/2016,25-Nov-16,PK-ROD,MAIN TYRE,606C66-8,50862410,1,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,323",3942/MS/SPR/2016,22-Nov-16,PK-RON,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,324",3942/MS/SPR/2016,22-Nov-16,PK-ROD,COTTER PIN,MS24665-132,N/A,1,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,325",3942/MS/SPR/2016,22-Nov-16,PK-ROK,SCREW,AN525-832R7,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,326",3942/MS/SPR/2016,22-Nov-16,PK-ROK,SPARK PLUG,REM40E,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,327",3942/MS/SPR/2016,22-Nov-16,PK-ROK,NUT PLATE,MS21071L08,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,328",3942/MS/SPR/2016,22-Nov-16,PK-ROK,RIVET/CHERY RIVET,CCP-44,N/A,3,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,329",3942/MS/SPR/2016,22-Nov-16,PK-ROK,OIL ENGINE,ASW100+,N/A,8,LITER,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,330",3942/MS/SPR/2016,22-Nov-16,PK-ROK,OIL FILTER,CH48110-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,331",3942/MS/SPR/2016,22-Nov-16,PK-ROD,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,332",3942/MS/SPR/2016,22-Nov-16,PK-ROO,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,333",3942/MS/SPR/2016,22-Nov-16,PK-RON,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,334",3942/MS/SPR/2016,12-Nov-16,PK-RON,LPS 3,316,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,335",3942/MS/SPR/2016,9-Nov-16,PK-ROK,LPS 3,316,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 200 SP,
"1,336",3942/MS/SPR/2016,21-Nov-16,PK-RON,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,337",3942/MS/SPR/2016,21-Nov-16,PK-ROK,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,338",3942/MS/SPR/2016,17-Nov-16,PK-ROO,TREAD LUBE,2612,N/A,1,EA,BANYUWANGI,BWI,DAILY SERVICE,
"1,339",3942/MS/SPR/2016,18-Nov-16,PK-ROK,GREASE SEAL FELT,154-01300,N/A,1,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,340",3942/MS/SPR/2016,17-Nov-16,PK-ROO,SPARK PLUG,REM40E,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,341",3942/MS/SPR/2016,17-Nov-16,PK-ROO,OIL FILTER,CH48110-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,342",3942/MS/SPR/2016,17-Nov-16,PK-ROO,OIL ENGINE,ASW100+,N/A,8,LITER,BANYUWANGI,BWI,INSPECTION 50 HI,
"1,343",3942/MS/SPR/2016,16-Nov-16,PK-ROK,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,344",3942/MS/SPR/2016,16-Nov-16,PK-ROO,TRANSPONDER KT76A,066-1062-00,104771,1,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,345",3942/MS/SPR/2016,15-Nov-16,PK-ROO,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,346",3942/MS/SPR/2016,14-Nov-16,PK-RON,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,DAILY SERVICE,
"1,347",3942/MS/SPR/2016,12-Nov-16,PK-RON,NUT PLATE,MS21071L08,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,348",3942/MS/SPR/2016,12-Nov-16,PK-RON,SCREW,AN525-832R7,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,349",3942/MS/SPR/2016,12-Nov-16,PK-RON,RIVET/CHERY RIVET,CCP-44,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,350",3942/MS/SPR/2016,12-Nov-16,PK-RON,RIVET,CCP-54,N/A,4,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,351",3942/MS/SPR/2016,22-Nov-16,PK-RON,COTTER PIN,MS24665-132,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,352",3942/MS/SPR/2016,12-Nov-16,PK-RON,COTTER PIN,MS24665-360,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,353",3942/MS/SPR/2016,12-Nov-16,PK-RON,GARTER FILTER,ARB3-5-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,354",3942/MS/SPR/2016,12-Nov-16,PK-RON,AIR FILTER,BA6108,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,355",3942/MS/SPR/2016,12-Nov-16,PK-RON,OIL FILTER,CH48110-1,N/A,1,EA,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,356",3942/MS/SPR/2016,12-Nov-16,PK-RON,OIL ENGINE,ASW100+,N/A,8,LITER,BANYUWANGI,BWI,INSPECTION 100 HI,
"1,357",3942/MS/SPR/2016,10-Nov-16,PK-ROK,SPARK PLUG,REM40E,N/A,2,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,358",3942/MS/SPR/2016,10-Nov-16,PK-ROK,SWITCH PTT,S2870-1,N/A,1,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,359",3942/MS/SPR/2016,3-Oct-16,PK-ROF,SEAT BELTS,13-00401,N/A,1,EA,WISNU,C4-2,N/A,
"1,360",3942/MS/SPR/2016,3-Oct-16,N/A,OIL ENGINE,ASW100+,N/A,12,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,361",3942/MS/SPR/2016,1-Oct-16,PK-ROR,SWITCH PTT,S2870-1,N/A,1,EA,WISNU,A2-4,N/A,
"1,362",3942/MS/SPR/2016,1-Oct-16,PK-ROK,STROBE LIGHT,073-0270,N/A,1,EA,WISNU,B3-5,N/A,
"1,363",3942/MS/SPR/2016,1-Oct-16,PK-ROK,POWER SUPPLY,152-0010,N/A,1,EA,WISNU,B3-4,N/A,
"1,364",3942/MS/SPR/2016,30-Sep-16,PK-ROV,CUSTTLE NUT,AN310-3,N/A,1,EA,WISNU,A3-3,N/A,
"1,365",3942/MS/SPR/2016,30-Sep-16,PK-ROV,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,366",3942/MS/SPR/2016,30-Sep-16,PK-ROF,LATCH,KM610-64,N/A,1,EA,WISNU,A3-20,N/A,
"1,367",3942/MS/SPR/2016,30-Sep-16,PK-ROV,COTTER PIN,MS24665-134,N/A,4,EA,WISNU,A3-10,N/A,
"1,368",3942/MS/SPR/2016,30-Sep-16,PK-ROS,RIVET,MS20426AD3-6,N/A,25,EA,WISNU,D3-12,N/A,
"1,369",3942/MS/SPR/2016,30-Sep-16,PK-ROS,RIVET,MS20426AD3-6,N/A,20,EA,WISNU,D3-12,N/A,
"1,370",3942/MS/SPR/2016,30-Sep-16,PK-ROV,NUT,MS1045-3,N/A,6,EA,WISNU,A3-3,N/A,
"1,371",3942/MS/SPR/2016,30-Sep-16,PK-ROV,WASHER,NAS1149F0332P,N/A,12,EA,WISNU,A3-6,N/A,
"1,372",3942/MS/SPR/2016,30-Sep-16,PK-ROV,BOLT,AN3-11A,N/A,6,EA,WISNU,A3-5,N/A,
"1,373",3942/MS/SPR/2016,30-Sep-16,PK-ROE,DETECTOR,1221201-4,N/A,1,EA,WISNU,D2-1,N/A,
"1,374",3942/MS/SPR/2016,1-Sep-16,PK-ROR,BOLT,AN3-5A,N/A,1,EA,WISNU,D3-2,N/A,
"1,375",3942/MS/SPR/2016,28-Sep-16,PK-ROF,SELF LOCKING NUT,MS21044N3,N/A,2,EA,WISNU,A3-3,N/A,
"1,376",3942/MS/SPR/2016,19-Sep-16,PK-ROA,RIVET,MS20426AD3-6,N/A,10,EA,WISNU,D3-12,N/A,
"1,377",3942/MS/SPR/2016,19-Sep-16,PK-ROL,GASKET INTAKE,71973,N/A,2,EA,WISNU,A4-1,N/A,
"1,378",3942/MS/SPR/2016,19-Sep-16,PK-ROL,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,379",3942/MS/SPR/2016,19-Sep-16,PK-ROL,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,380",3942/MS/SPR/2016,19-Sep-16,PK-ROL,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,381",3942/MS/SPR/2016,16-Sep-16,PK-ROA,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,N/A,
"1,382",3942/MS/SPR/2016,16-Sep-16,PK-ROA,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,383",3942/MS/SPR/2016,16-Sep-16,PK-ROA,BRAKE LINNING,073-30026,N/A,2,EA,WISNU,A3-14,N/A,
"1,384",3942/MS/SPR/2016,16-Sep-16,PK-ROA,RIVET,105-00200,N/A,5,EA,WISNU,A3-14,N/A,
"1,385",3942/MS/SPR/2016,16-Sep-16,PK-ROA,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,N/A,
"1,386",3942/MS/SPR/2016,16-Sep-16,PK-ROA,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,387",3942/MS/SPR/2016,16-Sep-16,PK-ROP,NOSE TYRE,505C61-8,52382230,1,EA,WISNU,CONTAINER,N/A,
"1,388",3942/MS/SPR/2016,16-Sep-16,PK-ROP,RIVET,CCP-54,N/A,4,EA,WISNU,D3-9,N/A,
"1,389",3942/MS/SPR/2016,16-Sep-16,PK-ROP,RIVET,105-00200,N/A,4,EA,WISNU,A3-14,N/A,
"1,390",3942/MS/SPR/2016,16-Sep-16,PK-ROP,BRAKE LINNING,073-30026,N/A,2,EA,WISNU,A3-14,N/A,
"1,391",3942/MS/SPR/2016,16-Sep-16,PK-ROP,GASKET INTAKE,71973,N/A,1,EA,WISNU,A4-1,N/A,
"1,392",3942/MS/SPR/2016,16-Sep-16,PK-ROP,MAIN TYRE,606C66-8,50872364,1,EA,WISNU,CONTAINER,N/A,
"1,393",3942/MS/SPR/2016,16-Sep-16,PK-ROP,COTTER PIN,MS24665-360,N/A,1,EA,WISNU,A3-10,N/A,
"1,394",3942/MS/SPR/2016,19-Sep-16,PK-ROP,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,395",3942/MS/SPR/2016,16-Sep-16,PK-ROP,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,396",3942/MS/SPR/2016,16-Sep-16,PK-ROP,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,N/A,
"1,397",3942/MS/SPR/2016,16-Sep-16,PK-ROP,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,398",3942/MS/SPR/2016,16-Sep-16,PK-ROP,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,399",3942/MS/SPR/2016,15-Sep-16,PK-ROT,CIRCUIT BREAKER,S1232-55,N/A,1,EA,WISNU,A2-4,N/A,
"1,400",3942/MS/SPR/2016,15-Sep-16,PK-ROA,BAFFLE SEAL,JM106A,N/A,1,FT,WISNU,WISNU,N/A,
"1,401",3942/MS/SPR/2016,15-Sep-16,PK-ROT,ALTERNATOR,DOFF10300BR,H-M081273,1,EA,WISNU,A5-2,N/A,
"1,402",3942/MS/SPR/2016,15-Sep-16,PK-ROA,NUT,MS1045-3,N/A,4,EA,WISNU,A3-3,N/A,
"1,403",3942/MS/SPR/2016,15-Sep-16,PK-ROA,BAFFLE SEAL,VISR3640,N/A,0.5,FT,WISNU,WISNU,N/A,
"1,404",3942/MS/SPR/2016,10-Oct-16,PK-ROR,RIVET,MS20470AD5-10,N/A,4,EA,WISNU,D3-13,RIPAER AIR BOX,
"1,405",3942/MS/SPR/2016,10-Oct-16,PK-ROR,RIVET,MS20426AD3-6,N/A,20,EA,WISNU,D3-12,RIPAER AIR BOX,
"1,406",3942/MS/SPR/2016,20-Oct-16,PK-ROR,RIVET,MS20470AD3-6,N/A,20,EA,WISNU,D3-13,RIPAER AIR BOX,
"1,407",3942/MS/SPR/2016,10-Oct-16,N/A,OIL ENGINE,ASW100+,N/A,10,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,408",3942/MS/SPR/2016,10-Oct-16,N/A,UNDERCUT COMPORT-GEL EAR SEALS,40863G-02,N/A,1,PAIR,WISNU,D2-6,FOR CPT YANIK,
"1,409",3942/MS/SPR/2016,10-Oct-16,PK-ROR,RIVET,MS20470AD4-6,N/A,10,EA,WISNU,D3-13,RIPAIR LOSE RIVET,
"1,410",3942/MS/SPR/2016,10-Oct-16,PK-ROR,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,100 HRS INSP,
"1,411",3942/MS/SPR/2016,10-Oct-16,PK-ROR,COTTER PIN,MS24665-134,N/A,4,EA,WISNU,A3-10,100 HRS INSP,
"1,412",3942/MS/SPR/2016,10-Oct-16,PK-ROR,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,413",3942/MS/SPR/2016,27-Oct-16,PK-ROR,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,100 HRS INSP,
"1,414",3942/MS/SPR/2016,10-Oct-16,PK-ROR,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,100 HRS INSP,
"1,415",3942/MS/SPR/2016,8-Oct-16,PK-ROR,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,416",3942/MS/SPR/2016,8-Oct-16,PK-ROA,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,417",3942/MS/SPR/2016,8-Oct-16,N/A,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,418",3942/MS/SPR/2016,8-Oct-16,PK-ROA,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,419",3942/MS/SPR/2016,8-Oct-16,PK-ROL,COTTER PIN,MS24665-360,N/A,1,EA,WISNU,A3-10,N/A,
"1,420",3942/MS/SPR/2016,8-Oct-16,PK-ROL,DISC BRAKE,164-04000,N/A,1,EA,WISNU,A2-1,N/A,
"1,421",3942/MS/SPR/2016,8-Oct-16,PK-ROL,MAIN TYRE,606C66-8,50862412,1,EA,WISNU,CONTAINER,N/A,
"1,422",3942/MS/SPR/2016,8-Oct-16,PK-ROL,SCREW,AN525-832R7,N/A,1,EA,WISNU,A3-4,N/A,
"1,423",3942/MS/SPR/2016,8-Oct-16,PK-ROL,RIVET,105-00200,N/A,6,EA,WISNU,A3-14,N/A,
"1,424",3942/MS/SPR/2016,8-Oct-16,PK-ROL,BRAKE LINNING,066-30026,N/A,3,EA,WISNU,A3-14,N/A,
"1,425",3942/MS/SPR/2016,8-Oct-16,PK-ROL,GASKET INTAKE,71973,N/A,2,EA,WISNU,A4-1,N/A,
"1,426",3942/MS/SPR/2016,8-Oct-16,PK-ROL,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,427",3942/MS/SPR/2016,8-Oct-16,PK-ROL,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,N/A,
"1,428",3942/MS/SPR/2016,8-Oct-16,PK-ROL,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,N/A,
"1,429",3942/MS/SPR/2016,8-Oct-16,PK-ROL,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,430",3942/MS/SPR/2016,8-Oct-16,PK-ROL,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,431",3942/MS/SPR/2016,7-Oct-16,PK-ROA,STARTER,149-NL,FN-061554,1,EA,WISNU,G5,N/A,
"1,432",3942/MS/SPR/2016,7-Oct-16,PK-ROD,VACUMP FILTER,AAD9-18-1,N/A,1,EA,WISNU,A1-2,N/A,
"1,433",3942/MS/SPR/2016,13-Sep-16,PK-ROA,AIRCRAFT ENGINE,O-320-D2J,L-14758-39E,1,EA,WISNU,WISNU,N/A,
"1,434",3942/MS/SPR/2016,7-Oct-16,PK-ROD,U-JOINT,411257,N/A,1,EA,WISNU,D2-10,N/A,
"1,435",3942/MS/SPR/2016,7-Oct-16,PK-ROD,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,436",3942/MS/SPR/2016,7-Oct-16,PK-ROD,GASKET INTAKE,71973,N/A,2,EA,WISNU,A4-1,N/A,
"1,437",3942/MS/SPR/2016,27-Oct-16,PK-ROD,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,N/A,
"1,438",3942/MS/SPR/2016,7-Oct-16,PK-ROD,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,439",3942/MS/SPR/2016,7-Oct-16,PK-ROD,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,N/A,
"1,440",3942/MS/SPR/2016,7-Oct-16,PK-ROD,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,441",3942/MS/SPR/2016,7-Oct-16,PK-ROD,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,442",3942/MS/SPR/2016,6-Oct-16,PK-ROC,OIL ENGINE,ASW100+,N/A,9,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,443",3942/MS/SPR/2016,6-Oct-16,PK-ROC,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,444",3942/MS/SPR/2016,6-Oct-16,PK-ROD,COTTER PIN,MS24665-134,N/A,1,EA,WISNU,A3-10,N/A,
"1,445",3942/MS/SPR/2016,6-Oct-16,PK-ROD,CARBURATOR,17-Oct,MSC88301,1,EA,WISNU,A5-2,N/A,
"1,446",3942/MS/SPR/2016,5-Oct-16,N/A,MICROPHON PLUG,SWC480X,N/A,1,EA,WISNU,D2-6,HEAD SET DAVID CLARK,
"1,447",3942/MS/SPR/2016,4-Oct-16,N/A,NAV/COMM KX155A,069-01032-0101,26292,1,EA,WISNU,E2,N/A,
"1,448",3942/MS/SPR/2016,4-Oct-16,N/A,MICROPHON PLUG,SWC480X,N/A,1,EA,WISNU,D2-6,N/A,
"1,449",3942/MS/SPR/2016,4-Oct-16,PK-ROP,GASKET INTAKE,71973,N/A,1,EA,WISNU,A4-1,N/A,
"1,450",3942/MS/SPR/2016,4-Oct-16,PK-ROP,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,451",3942/MS/SPR/2016,4-Oct-16,PK-ROP,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,452",3942/MS/SPR/2016,2-Dec-16,N/A,DGI,RCA11A-15,412D099G,1,EA,WISNU,C3-2,BENCH CHECK,
"1,453",3942/MS/SPR/2016,2-Dec-16,PK-ROV,HYDRAULIC PUM,636294,21371JY,1,EA,WISNU,G2,N/A,
"1,454",3942/MS/SPR/2016,28-Sep-16,PK-ROW,GNS430,011-00280-10,97135453,1,EA,LOMBOK,LOMBOK,N/A,
"1,455",3942/MS/SPR/2016,1-Dec-16,PK-ROD,PROPELLER,1C160/DTM7557M1,AFL44010,1,ASSY,WISNU,FLAMABLE ROOM,N/A,
"1,456",3942/MS/SPR/2016,16-Sep-16,PK-ROO,RIVET,CCP-54,N/A,4,EA,BANYUWANGI,BWI,N/A,
"1,457",3942/MS/SPR/2016,16-Sep-16,PK-ROO,OIL ENGINE,ASW100+,N/A,8,LITER,BANYUWANGI,BWI,N/A,
"1,458",3942/MS/SPR/2016,16-Sep-16,PK-ROO,OIL FILTER,CH48110-1,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,459",3942/MS/SPR/2016,16-Sep-16,PK-ROO,MAIN TYRE,606C66-8,50932468,1,EA,BANYUWANGI,BWI,N/A,
