No.,MS#,MS Date,Aircraft,Description,Part Number,Serial Number,Qty,Unit,Warehouse,Stores,Req. Reference,Remark
"1,460",3942/MS/SPR/2016,16-Sep-16,PK-ROS,BRAKE LINNING,066-30026,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,461",3942/MS/SPR/2016,16-Sep-16,PK-ROS,RIVET,105-00200,N/A,4,EA,BANYUWANGI,BWI,N/A,
"1,462",3942/MS/SPR/2016,16-Sep-16,PK-ROS,BRAKE LINNING,066-10500,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,463",3942/MS/SPR/2016,16-Sep-16,PK-ROS,GREASE SEAL FELT,154-01300,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,464",3942/MS/SPR/2016,16-Sep-16,PK-ROS,RIVET/CHERY RIVET,CCP-44,N/A,4,EA,BANYUWANGI,BWI,N/A,
"1,465",3942/MS/SPR/2016,16-Sep-16,PK-ROS,RIVET,CCP-54,N/A,4,EA,BANYUWANGI,BWI,N/A,
"1,466",3942/MS/SPR/2016,16-Sep-16,PK-ROS,OIL ENGINE,ASW100+,N/A,8,LITER,BANYUWANGI,BWI,N/A,
"1,467",3942/MS/SPR/2016,16-Sep-16,PK-ROS,GASKET INTAKE,71973,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,468",3942/MS/SPR/2016,16-Sep-16,PK-ROS,COTTER PIN,MS24665-360,N/A,2,EA,BANYUWANGI,BWI,N/A,
"1,469",3942/MS/SPR/2016,16-Sep-16,PK-ROS,COTTER PIN,MS24665-132,N/A,2,EA,BANYUWANGI,BWI,N/A,
"1,470",3942/MS/SPR/2016,16-Sep-16,PK-ROS,GARTER FILTER,B3-5-1,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,471",3942/MS/SPR/2016,16-Sep-16,PK-ROS,FILTER ELEMENT,BA-6108,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,472",3942/MS/SPR/2016,16-Sep-16,PK-ROS,OIL FILTER,CH48110-1,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,473",3942/MS/SPR/2016,16-Sep-16,PK-ROS,HOSE,69603,N/A,1,EA,BANYUWANGI,BWI,N/A,
"1,474",3942/MS/SPR/2016,15-Sep-16,PK-RON,TRANSPONDER,066-01156-0101,9212,1,EA,BANYUWANGI,BWI,N/A,
"1,475",3942/MS/SPR/2016,15-Sep-16,PK-ROU,OIL ENGINE,ASW100+,N/A,1,LITER,BANYUWANGI,BWI,N/A,
"1,476",3942/MS/SPR/2016,13-Sep-16,N/A,LOCKING WIRE,0.32,N/A,1,ROLL,BANYUWANGI,BWI,N/A,
"1,477",3942/MS/SPR/2016,13-Sep-16,PK-ROU,COTTER PIN,MS24665-360,N/A,2,EA,BANYUWANGI,BWI,N/A,
"1,478",3942/MS/SPR/2016,13-Sep-16,PK-ROU,COTTER PIN,MS24665-132,N/A,2,EA,BANYUWANGI,BWI,N/A,
"1,479",3942/MS/SPR/2016,1-Dec-16,PK-ROD,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,480",3942/MS/SPR/2016,7-Oct-16,PK-ROH,COTTER PIN,MS24665-360,N/A,2,EA,BANYUWANGI,BWI,INSPECTION 200 HI,
"1,481",3942/MS/SPR/2016,6-Oct-16,PK-ROO,PIN,MS20392-2C15,N/A,2,EA,BANYUWANGI,BWI,TROUBLE SHOOTING,
"1,482",3942/MS/SPR/2016,1-Dec-16,PK-ROS,HORN ASSY STALL WARMING,0713348-1,N/A,1,EA,WISNU,B3-15,N/A,
"1,483",3942/MS/SPR/2016,1-Dec-16,N/A,OIL ENGINE,ASW100+,N/A,12,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,484",3942/MS/SPR/2016,16-Aug-16,PK-ROA,OIL ENGINE,ASW100+,N/A,1,LITER,JEMBER,JEMBER,N/A,
"1,485",3942/MS/SPR/2016,15-Aug-16,PK-ROA,OIL ENGINE,ASW100+,N/A,8,LITER,JEMBER,JEMBER,N/A,
"1,486",3942/MS/SPR/2016,15-Aug-16,PK-ROA,SPARK PLUG,REM40E,N/A,4,EA,JEMBER,JEMBER,N/A,
"1,487",3942/MS/SPR/2016,15-Aug-16,PK-ROA,GARTER FILTER,B3-5-1,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,488",3942/MS/SPR/2016,15-Aug-16,PK-ROA,FILTER ELEMENT,BA-6108,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,489",3942/MS/SPR/2016,15-Aug-16,PK-ROA,OIL FILTER,CH48110-1,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,490",3942/MS/SPR/2016,15-Aug-16,PK-ROO,OIL ENGINE,ASW100+,N/A,8,LITER,JEMBER,JEMBER,N/A,
"1,491",3942/MS/SPR/2016,15-Aug-16,PK-ROO,OIL FILTER,CH48110-1,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,492",3942/MS/SPR/2016,12-Aug-16,PK-ROA,OIL ENGINE,ASW100+,N/A,1,LITER,JEMBER,JEMBER,N/A,
"1,493",3942/MS/SPR/2016,12-Aug-16,PK-ROA,LAMP,4596,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,494",3942/MS/SPR/2016,11-Aug-16,PK-ROA,MOTOR FLAP,C301002-0104,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,495",3942/MS/SPR/2016,11-Aug-16,PK-ROO,MAIN TYRE,606C66-8,50932023,1,EA,JEMBER,JEMBER,N/A,
"1,496",3942/MS/SPR/2016,11-Aug-16,PK-ROA,RIVET,105-00200,N/A,2,EA,JEMBER,JEMBER,N/A,
"1,497",3942/MS/SPR/2016,11-Aug-16,PK-ROA,BRAKE LINNING,066-030026,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,498",3942/MS/SPR/2016,11-Aug-16,PK-ROA,COTTER PIN,MS24665-134,N/A,2,EA,JEMBER,JEMBER,N/A,
"1,499",3942/MS/SPR/2016,11-Aug-16,PK-ROA,COTTER PIN,MS24665-360,N/A,2,EA,JEMBER,JEMBER,N/A,
"1,500",3942/MS/SPR/2016,9-Aug-16,PK-ROO,LAMP,4594,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,501",3942/MS/SPR/2016,6-Aug-16,PK-ROO,OIL ENGINE,ASW100+,N/A,1,LITER,JEMBER,JEMBER,N/A,
"1,502",3942/MS/SPR/2016,4-Aug-16,PK-ROO,RIVET,105-00200,N/A,2,EA,JEMBER,JEMBER,N/A,
"1,503",3942/MS/SPR/2016,4-Aug-16,PK-ROO,BRAKE LINNING,066-030026,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,504",3942/MS/SPR/2016,4-Aug-16,PK-ROO,SCREW,AN525-832R7,N/A,2,EA,JEMBER,JEMBER,N/A,
"1,505",3942/MS/SPR/2016,2-Aug-16,PK-ROA,OIL ENGINE,ASW100+,N/A,1,LITER,JEMBER,JEMBER,N/A,
"1,506",3942/MS/SPR/2016,1-Aug-16,PK-ROA,COTTER PIN,MS24665-134,N/A,1,EA,JEMBER,JEMBER,N/A,
"1,507",3942/MS/SPR/2016,1-Aug-16,PK-ROA,NOSE TYRE,505C61-8,S1992264,1,EA,JEMBER,JEMBER,N/A,
"1,508",3942/MS/SPR/2016,30-Nov-16,PK-ROP,RIVET ROUND,MS20470AD3-4A,N/A,15,EA,WISNU,D3-12,N/A,
"1,509",3942/MS/SPR/2016,30-Nov-16,PK-ROP,RIVET,MS20426AD4-6A,N/A,11,EA,WISNU,D3-13,N/A,
"1,510",3942/MS/SPR/2016,30-Nov-16,PK-ROP,SPARK PLUG,REM40E,N/A,1,EA,WISNU,B2-3,N/A,
"1,511",3942/MS/SPR/2016,14-Nov-16,N/A,OIL ENGINE,ASW100+,N/A,12,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,512",3942/MS/SPR/2016,30-Nov-16,PK-ROP,RIVET,BSPS-44,N/A,4,EA,WISNU,D3-9,N/A,
"1,513",3942/MS/SPR/2016,14-Nov-16,PK-ROW,VALVE,492-303,N/A,1,EA,WISNU,G3,N/A,
"1,514",3942/MS/SPR/2016,14-Nov-16,N/A,HEAD PAD,40266G-01,N/A,1,EA,WISNU,C4-1,HEAD SET DAVID CLARK,
"1,515",3942/MS/SPR/2016,12-Nov-16,PK-ROW,RING,MS28775-113,N/A,2,EA,WISNU,B3-20,N/A,
"1,516",3942/MS/SPR/2016,12-Nov-16,PK-ROW,O RING,MS28775-110,N/A,1,EA,WISNU,A2-8,N/A,
"1,517",3942/MS/SPR/2016,12-Nov-16,PK-ROW,PACKING,MS28775-213,N/A,2,EA,WISNU,A2-8,N/A,
"1,518",3942/MS/SPR/2016,11-Nov-16,PK-ROA,BATTERY CONTACTOR,S1580-1,N/A,1,EA,WISNU,QUARANTINE,N/A,
"1,519",3942/MS/SPR/2016,11-Nov-16,N/A,UNDERCUT COMPORT-GEL EAR SEALS,40863G-02,N/A,1,PAIR,WISNU,D2-6,HEAD SET,
"1,520",3942/MS/SPR/2016,11-Nov-16,N/A,MIC CORD ASSY,10405G-05,N/A,1,EA,WISNU,D2-6,HEAD SET,
"1,521",3942/MS/SPR/2016,11-Nov-16,N/A,MICROPHONE,12948G01,N/A,1,EA,WISNU,C2-2,HEAD SET,
"1,522",3942/MS/SPR/2016,11-Nov-16,N/A,CORD HEADSET KIT,18028G01,N/A,1,EA,WISNU,C2-2,HEAD SET,
"1,523",3942/MS/SPR/2016,11-Nov-16,PK-ROW,COTTER PIN,MS24665-134,N/A,4,EA,WISNU,A3-10,N/A,
"1,524",3942/MS/SPR/2016,11-Nov-16,PK-ROW,O RING,MS28775-110,N/A,2,EA,WISNU,A2-8,N/A,
"1,525",3942/MS/SPR/2016,11-Nov-16,PK-ROW,RING,MS28775-113,N/A,4,EA,WISNU,B3-20,N/A,
"1,526",3942/MS/SPR/2016,11-Nov-16,PK-ROW,ELBOW,AN823-4D,N/A,2,EA,WISNU,D2-11,N/A,
"1,527",3942/MS/SPR/2016,11-Nov-16,PK-ROW,ELBOW,AN916-1D,N/A,2,EA,WISNU,D2-11,N/A,
"1,528",3942/MS/SPR/2016,11-Nov-16,PK-ROD,AMPERES GAGE,2867768,N/A,1,EA,WISNU,C3-1,N/A,
"1,529",3942/MS/SPR/2016,9-Nov-16,PK-ROD,CHERRY RIVET,CR3213-4-4,N/A,6,EA,WISNU,D3-13,RIPAER AIR BOX,
"1,530",3942/MS/SPR/2016,9-Nov-16,N/A,RIVET,MS20470AD5-10,N/A,2,EA,WISNU,D3-13,REPAIR AIR BOX,
"1,531",3942/MS/SPR/2016,9-Nov-16,PK-ROL,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,50 HRS INSP,
"1,532",3942/MS/SPR/2016,9-Nov-16,PK-ROL,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,50 HRS INSP,
"1,533",3942/MS/SPR/2016,9-Nov-16,N/A,LPS 3,316,N/A,1,EA,WISNU,D1,N/A,
"1,534",3942/MS/SPR/2016,9-Nov-16,N/A,RIVET,MS20470AD4-6,N/A,30,EA,WISNU,D3-12,N/A,
"1,535",3942/MS/SPR/2016,9-Nov-16,N/A,RIVET,MS20470AD3-6,N/A,30,EA,WISNU,D3-13,N/A,
"1,536",3942/MS/SPR/2016,8-Nov-16,PK-ROA,LAMP,4596,N/A,1,EA,WISNU,E4,N/A,
"1,537",3942/MS/SPR/2016,8-Nov-16,PK-ROA,TERMINAL,MS25036-153,N/A,1,EA,WISNU,D3-5,N/A,
"1,538",3942/MS/SPR/2016,8-Nov-16,PK-ROA,SCREW,MS24693S48,N/A,7,EA,WISNU,A3-4,N/A,
"1,539",3942/MS/SPR/2016,8-Nov-16,PK-ROH,SCREW,AN525-10R7,N/A,2,EA,WISNU,D3-1,N/A,
"1,540",3942/MS/SPR/2016,8-Nov-16,PK-ROH,RIVNUT,NAS1329A80-75,N/A,1,EA,WISNU,D3-13,N/A,
"1,541",3942/MS/SPR/2016,8-Nov-16,PK-ROH,RIVNUT,NAS1329A3K80,N/A,3,EA,WISNU,D3-13,N/A,
"1,542",3942/MS/SPR/2016,8-Nov-16,PK-ROA,RIVET,MS20426AD3-6,N/A,6,EA,WISNU,D3-12,REPAIR ENGINE COW,
"1,543",3942/MS/SPR/2016,8-Nov-16,PK-ROA,RIVET,MS20426AD4-6,N/A,6,EA,WISNU,D3-13,REPAIR ENGINE COW,
"1,544",3942/MS/SPR/2016,8-Nov-16,PK-ROA,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,100 HRS INSP,
"1,545",3942/MS/SPR/2016,8-Nov-16,PK-ROA,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,100 HRS INSP,
"1,546",3942/MS/SPR/2016,8-Nov-16,PK-ROA,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,100 HRS INSP,
"1,547",3942/MS/SPR/2016,8-Nov-16,PK-ROA,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,100 HRS INSP,
"1,548",3942/MS/SPR/2016,8-Nov-16,PK-ROA,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,100 HRS INSP,
"1,549",3942/MS/SPR/2016,8-Nov-16,PK-ROA,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,100 HRS INSP,
"1,550",3942/MS/SPR/2016,8-Nov-16,PK-ROA,BRAKE LINNING,066-30026,N/A,1,EA,WISNU,A3-14,100 HRS INSP,
"1,551",3942/MS/SPR/2016,8-Nov-16,PK-ROA,RIVET,105-00200,N/A,2,EA,WISNU,A3-14,100 HRS INSP,
"1,552",3942/MS/SPR/2016,7-Nov-16,PK-ROH,SCREW,S1021Z8-8,N/A,7,EA,WISNU,A3-1,N/A,
"1,553",3942/MS/SPR/2016,7-Nov-16,PK-ROH,RIVET,105-00200,N/A,2,EA,WISNU,A3-14,N/A,
"1,554",3942/MS/SPR/2016,7-Nov-16,PK-ROH,BRAKE LINNING,066-10500,N/A,1,EA,WISNU,A3-14,N/A,
"1,555",3942/MS/SPR/2016,21-Nov-16,PK-ROU,CLAMP,CK100,N/A,4,EA,WISNU,A5-1,N/A,
"1,556",3942/MS/SPR/2016,21-Nov-16,PK-ROU,RISER,A1754010-1,48618,1,EA,WISNU,A5-1,N/A,
"1,557",3942/MS/SPR/2016,21-Nov-16,PK-ROU,RISER,A1754009-1,49917,1,EA,WISNU,A5-1,N/A,
"1,558",3942/MS/SPR/2016,21-Nov-16,PK-ROU,RISER,A1754008-1,49928,1,EA,WISNU,A5-1,N/A,
"1,559",3942/MS/SPR/2016,21-Nov-16,PK-ROU,RISER,A1754007-1,50744,1,EA,WISNU,A5-1,N/A,
"1,560",3942/MS/SPR/2016,21-Nov-16,PK-ROU,MUFFLER,9954100-10,N/A,1,EA,WISNU,F3,N/A,
"1,561",3942/MS/SPR/2016,21-Nov-16,PK-ROU,AIR BOX,0552164-4,N/A,1,EA,WISNU,D1,N/A,
"1,562",3942/MS/SPR/2016,21-Nov-16,PK-ROU,RIVET,105-00200,N/A,4,EA,WISNU,A3-14,N/A,
"1,563",3942/MS/SPR/2016,21-Nov-16,PK-ROU,BRAKE LINNING,066-10500,N/A,2,EA,WISNU,A3-14,N/A,
"1,564",3942/MS/SPR/2016,21-Nov-16,PK-ROU,MAIN TYRE,606C66-8,50862438,1,EA,WISNU,CONTAINER,N/A,
"1,565",3942/MS/SPR/2016,21-Nov-16,PK-ROL,LAMP,4594,N/A,1,EA,WISNU,E4,N/A,
"1,566",3942/MS/SPR/2016,19-Nov-16,PK-ROX,GNS430,011-00280-10,97121468,1,EA,WISNU,G2,N/A,
"1,567",3942/MS/SPR/2016,19-Nov-16,PK-ROU,CHERRY RIVET,CR3213-4-4,N/A,4,EA,WISNU,D3-13,N/A,
"1,568",3942/MS/SPR/2016,19-Nov-16,PK-ROH,SCREW,AN525-10R12,N/A,5,EA,WISNU,D3-1,N/A,
"1,569",3942/MS/SPR/2016,19-Nov-16,PK-ROH,FELT TAPE,SPF114,N/A,3,EA,WISNU,B4-2,N/A,
"1,570",3942/MS/SPR/2016,19-Nov-16,PK-ROH,RIVET,MS20470AD4-6,N/A,35,EA,WISNU,D3-12,INSTALL WIND SHLID RIEL,
"1,571",3942/MS/SPR/2016,19-Nov-16,PK-ROH,RIVET,MS20470AD3-6,N/A,30,EA,WISNU,D3-13,INSTALL WIND SHLID RIEL,
"1,572",3942/MS/SPR/2016,19-Nov-16,PK-ROT,SCREW,MS35206-245,N/A,6,EA,WISNU,D3-1,N/A,
"1,573",3942/MS/SPR/2016,19-Nov-16,PK-ROH,WINDOW ASSY GREEN,0512030-203,N/A,1,EA,WISNU,A1-1,N/A,
"1,574",3942/MS/SPR/2016,19-Nov-16,PK-ROT,SCREW,AN525-832R7,N/A,5,EA,WISNU,A3-4,N/A,
"1,575",3942/MS/SPR/2016,17-Nov-16,PK-ROU,RIVET,CCP-94,N/A,4,EA,WISNU,D3-9,N/A,
"1,576",3942/MS/SPR/2016,17-Nov-16,PK-ROU,SCREW,S1021Z8-8,N/A,6,EA,WISNU,A3-1,N/A,
"1,577",3942/MS/SPR/2016,17-Nov-16,PK-ROU,STATIC DISCHARGE (WICK),C592001-0201,N/A,1,EA,WISNU,A2-8,N/A,
"1,578",3942/MS/SPR/2016,17-Nov-16,PK-ROR,RIVET,105-00200,N/A,2,EA,WISNU,A3-14,N/A,
"1,579",3942/MS/SPR/2016,17-Nov-16,PK-ROR,BRAKE LINNING,066-30026,N/A,1,EA,WISNU,A3-14,N/A,
"1,580",3942/MS/SPR/2016,17-Nov-16,N/A,LOCKING WIRE,0.32,N/A,1,ROLL,WISNU,A2-6,N/A,
"1,581",3942/MS/SPR/2016,17-Nov-16,PK-ROR,OIL FILTER,CH48110-1,N/A,8,EA,WISNU,I4-1,N/A,
"1,582",3942/MS/SPR/2016,17-Nov-16,PK-ROR,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,50 HRS INSP,
"1,583",3942/MS/SPR/2016,21-Nov-16,PK-ROU,HEADSET,12508G-17,N/A,1,EA,WISNU,C4-2,N/A,
"1,584",3942/MS/SPR/2016,21-Nov-16,PK-RON,COVER COMFORT EAR SEALS,22658G01,N/A,1,EA,WISNU,D2-5,N/A,
"1,585",3942/MS/SPR/2016,16-Nov-16,PK-ROP,SCREW,AN525-10R7,N/A,12,EA,WISNU,D3-1,N/A,
"1,586",3942/MS/SPR/2016,16-Nov-16,PK-ROP,TREAD LUBE,2612,N/A,1,EA,WISNU,C4-2,N/A,
"1,587",3942/MS/SPR/2016,16-Nov-16,PK-ROP,RIVET,CCP-54,N/A,4,EA,WISNU,D3-9,REPAIR BRACKET ENGINE COWLING,
"1,588",3942/MS/SPR/2016,16-Nov-16,N/A,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,589",3942/MS/SPR/2016,16-Nov-16,PK-ROP,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,590",3942/MS/SPR/2016,16-Nov-16,N/A,MICROPHON PLUG,SWC480X,N/A,1,EA,WISNU,D2-6,N/A,
"1,591",3942/MS/SPR/2016,16-Nov-16,PK-ROH,TESTER FUEL DRAIN,391S,N/A,1,EA,WISNU,C4-2,N/A,
"1,592",3942/MS/SPR/2016,16-Nov-16,N/A,UNDERCUT COMPORT-GEL EAR SEALS,40863G-02,N/A,1,PAIR,WISNU,D2-6,HEAD SET DAVID CLARK,
"1,593",3942/MS/SPR/2016,16-Nov-16,N/A,DOME SHALLOW,11696P-28,N/A,1,EA,WISNU,D2,HEAD SET DAVID CLARK,
"1,594",3942/MS/SPR/2016,15-Nov-16,N/A,MONITOR SIMULATOR,N/A,N/A,1,EA,WISNU,WISNU,N/A,
"1,595",3942/MS/SPR/2016,15-Nov-16,N/A,MANUAL GFD MULTI ENGINE,10001888-003,N/A,100,EA,WISNU,WISNU,N/A,
"1,596",3942/MS/SPR/2016,15-Nov-16,N/A,COMPUTER STUDENT FLT,10001316,N/A,100,EA,WISNU,WISNU,N/A,
"1,597",3942/MS/SPR/2016,15-Nov-16,N/A,PLOTTER PJ-1  ROTATING AZMIUTH,10009524-001,N/A,100,EA,WISNU,WISNU,N/A,
"1,598",3942/MS/SPR/2016,15-Nov-16,N/A,BOOK PRIVATE PILOT,10001360-005,N/A,100,EA,WISNU,WISNU,N/A,
"1,599",3942/MS/SPR/2016,15-Nov-16,N/A,BOOK INSTRUMENT/COMMERCIAL,10001784-005,N/A,100,EA,WISNU,WISNU,N/A,
"1,600",3942/MS/SPR/2016,15-Nov-16,PK-ROW,SCREW,MS27039-1-08,N/A,1,EA,WISNU,D3-1,N/A,
"1,601",3942/MS/SPR/2016,14-Nov-16,PK-ROA,MOUNTING KIT,MK-02,N/A,2,EA,WISNU,D2-9,N/A,
"1,602",3942/MS/SPR/2016,14-Nov-16,PK-ROA,A/H,102-0071-03,211F145,1,EA,WISNU,C3-2,N/A,
"1,603",3942/MS/SPR/2016,28-Nov-16,PK-ROL,PROPELLER,1C160/DTM7557M1,SK003,1,ASSY,WISNU,FLAMABLE ROOM,N/A,
"1,604",3942/MS/SPR/2016,30-Nov-16,PK-ROP,GASKET INTAKE,71973,N/A,2,EA,WISNU,A4-1,N/A,
"1,605",3942/MS/SPR/2016,28-Nov-16,PK-ROL,SCREW,AN525-832R7,N/A,5,EA,WISNU,A3-4,N/A,
"1,606",3942/MS/SPR/2016,26-Nov-16,PK-ROU,RIVET,MS20426AD4-6,N/A,5,EA,WISNU,D3-13,N/A,
"1,607",3942/MS/SPR/2016,26-Nov-16,PK-ROU,RIVET,MS20426AD3-6,N/A,10,EA,WISNU,D3-12,N/A,
"1,608",3942/MS/SPR/2016,26-Nov-16,PK-ROU,DOOR AY,0552173-27,N/A,1,EA,WISNU,A4-2,N/A,
"1,609",3942/MS/SPR/2016,26-Nov-16,PK-ROU,GASKET INTAKE,71973,N/A,2,EA,WISNU,A4-1,N/A,
"1,610",3942/MS/SPR/2016,26-Nov-16,PK-ROU,SPARK PLUG,REM40E,N/A,2,EA,WISNU,B2-3,N/A,
"1,611",3942/MS/SPR/2016,28-Nov-16,PK-ROU,BRAKE LINNING,066-10500,N/A,1,EA,WISNU,A3-14,N/A,
"1,612",3942/MS/SPR/2016,26-Nov-16,PK-ROU,RIVET,105-00200,N/A,2,EA,WISNU,A3-14,N/A,
"1,613",3942/MS/SPR/2016,27-Nov-16,PK-ROS,SCEET 4,SCEET 4,N/A,3.2,EA,WISNU,B5-3,N/A,
"1,614",3942/MS/SPR/2016,26-Nov-16,PK-ROU,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,100 HRS INSP,
"1,615",3942/MS/SPR/2016,26-Nov-16,PK-ROU,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,N/A,
"1,616",3942/MS/SPR/2016,26-Nov-16,PK-ROU,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,617",3942/MS/SPR/2016,26-Nov-16,PK-ROU,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,N/A,
"1,618",3942/MS/SPR/2016,26-Nov-16,PK-ROU,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,619",3942/MS/SPR/2016,26-Nov-16,PK-ROU,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,100 HRS INSP,
"1,620",3942/MS/SPR/2016,25-Nov-16,PK-ROC,MAIN TYRE,606C66-8,51792159,1,EA,WISNU,CONTAINER,N/A,
"1,621",3942/MS/SPR/2016,24-Nov-16,PK-ROA,TURN AND BANK,1394T100-7Z,7711-4,1,EA,WISNU,C3-2,N/A,
"1,622",3942/MS/SPR/2016,24-Nov-16,PK-ROS,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,623",3942/MS/SPR/2016,24-Nov-16,PK-ROA,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,624",3942/MS/SPR/2016,24-Nov-16,PK-ROA,FASTENER,S2319-1,N/A,2,EA,WISNU,A3-8,N/A,
"1,625",3942/MS/SPR/2016,24-Nov-16,PK-ROA,NUT,MS21083N3,N/A,13,EA,WISNU,A3-3,N/A,
"1,626",3942/MS/SPR/2016,24-Nov-16,PK-ROA,SCREW,AN525-10R8,N/A,13,EA,WISNU,D3-1,N/A,
"1,627",3942/MS/SPR/2016,24-Nov-16,PK-ROA,HINGE AY,0511238-2,N/A,1,EA,WISNU,D3-11,N/A,
"1,628",3942/MS/SPR/2016,24-Nov-16,PK-ROA,HINGEHALF (RH),0517019-4,N/A,1,EA,WISNU,D3-11,N/A,
"1,629",3942/MS/SPR/2016,24-Nov-16,PK-ROA,CABIN DOOR HINGE PIN,0711001-59,N/A,1,EA,WISNU,D3-11,N/A,
"1,630",3942/MS/SPR/2016,24-Nov-16,PK-ROA,HINGE,0511237-2,N/A,1,EA,WISNU,D2-16,N/A,
"1,631",3942/MS/SPR/2016,24-Nov-16,PK-ROA,HINGE AY,0511238-1,N/A,1,EA,WISNU,D3-11,N/A,
"1,632",3942/MS/SPR/2016,24-Nov-16,PK-ROA,HINGE HALF ASSY (LH),2417003-1,N/A,1,EA,WISNU,D2-16,N/A,
"1,633",3942/MS/SPR/2016,24-Nov-16,PK-ROA,CABIN DOOR HINGE PIN,0711001-59,N/A,1,EA,WISNU,D3-11,N/A,
"1,634",3942/MS/SPR/2016,24-Nov-16,PK-ROA,HINGE,0511237-1,N/A,1,EA,WISNU,D3-11,N/A,
"1,635",3942/MS/SPR/2016,24-Nov-16,PK-ROA,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,636",3942/MS/SPR/2016,24-Nov-16,PK-ROA,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,637",3942/MS/SPR/2016,27-Aug-16,PK-ROS,PROPELLER,1C160/DTM7557MI,ADC44015,1,EA,WISNU,FLAMABLE ROOM,N/A,
"1,638",3942/MS/SPR/2016,23-Nov-16,PK-ROT,POP RIVET,JM41006,N/A,100,EA,WISNU,G1,CHANK RUBBER BUFFLE ENGINE,
"1,639",3942/MS/SPR/2016,23-Nov-16,PK-ROT,SILICON BAFFLE,05-00810,N/A,1,EA,WISNU,G1,N/A,
"1,640",3942/MS/SPR/2016,23-Nov-16,N/A,OIL ENGINE,ASW100+,N/A,12,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,641",3942/MS/SPR/2016,22-Nov-16,PK-ROU,CHERRY RIVET,CR3213-4-4,N/A,25,EA,WISNU,D3-13,DOUBLER BUFFLE FRON SKIN,
"1,642",3942/MS/SPR/2016,22-Nov-16,N/A,ADROX,ADROX6025,N/A,4,LTR,WISNU,FLAMABLE ROOM,N/A,
"1,643",3942/MS/SPR/2016,21-Nov-16,PK-ROU,NUT,MS 21045-3,N/A,1,EA,WISNU,A3-3,N/A,
"1,644",3942/MS/SPR/2016,21-Nov-16,N/A,MICROPHON PLUG,SWC480X,N/A,1,EA,WISNU,D2-6,N/A,
"1,645",3942/MS/SPR/2016,21-Nov-16,PK-ROU,GASKET EXHAUST,77611,N/A,4,EA,WISNU,A4-1,N/A,
"1,646",3942/MS/SPR/2016,22-Nov-16,PK-ROU,RIVET,MS20470AD4-6,N/A,65,EA,WISNU,D3-12,RAPAER BUFLE SKIN CREACK DOBLER,
"1,647",3942/MS/SPR/2016,3-Nov-16,PK-ROL,FIREX,FE-10P,N/A,1,EA,WISNU,WISNU,N/A,
